iter	Passed	Remaining
435	4562	1716
436	4572	1705
437	4580	1694
438	4592	1684
439	4601	1673
440	4610	1662
441	4621	1652
442	4632	1641
443	4645	1632
444	4657	1622
445	4660	1609
446	4665	1596
447	4675	1586
448	4687	1576
449	4698	1566
450	4709	1556
451	4721	1545
452	4731	1535
453	4743	1525
454	4753	1514
455	4762	1503
456	4769	1492
457	4780	1482
458	4791	1471
459	4802	1461
460	4813	1451
461	4823	1440
462	4832	1429
463	4843	1419
464	4854	1409
465	4865	1399
466	4875	1388
467	4882	1377
468	4919	1374
469	4930	1363
470	4941	1353
471	4947	1341
472	4961	1332
473	4969	1321
474	4982	1311
475	4995	1301
476	5005	1290
477	5015	1280
478	5024	1269
479	5033	1258
480	5044	1247
481	5056	1237
482	5068	1227
483	5079	1217
484	5087	1206
485	5097	1195
486	5106	1184
487	5117	1174
488	5128	1164
489	5138	1153
490	5148	1142
491	5157	1132
492	5165	1121
493	5174	1110
494	5184	1099
495	5196	1089
496	5205	1078
497	5215	1068
498	5224	1057
499	5233	1046
500	5244	1036
501	5253	1025
502	5272	1016
503	5286	1006
504	5297	996
505	5309	986
506	5321	976
507	5336	966
508	5350	956
509	5362	946
510	5373	935
511	5383	925
512	5421	919
513	5434	909
514	5444	898
515	5455	888
516	5467	877
517	5487	868
518	5500	858
519	5512	848
520	5521	837
521	5533	826
522	5543	816
523	5554	805
524	5566	795
525	5578	784
526	5590	774
527	5600	763
528	5604	752
529	5613	741
530	5622	730
531	5634	720
532	5645	709
533	5656	699
534	5665	688
535	5674	677
536	5683	666
537	5693	656
538	5704	645
539	5715	635
540	5724	624
541	5733	613
542	5743	602
543	5752	592
544	5763	581
545	5775	571
546	5785	560
547	5794	549
548	5802	539
549	5812	528
550	5822	517
551	5824	506
552	5838	496
553	5850	485
554	5859	475
555	5868	464
556	5877	453
557	5886	443
558	5898	432
559	5909	422
560	5919	411
561	5928	400
562	5937	390
563	5970	381
564	5981	370
565	5990	359
566	6001	349
567	6011	338
568	6020	328
569	6036	317
570	6047	307
571	6058	296
572	6069	285
573	6079	275
574	6090	264
575	6100	254
576	6110	243
577	6115	232
578	6125	222
579	6134	211
580	6143	200
581	6151	190
582	6160	179
583	6169	169
584	6179	158
585	6190	147
586	6200	137
587	6210	126
588	6218	116
589	6228	105
590	6239	95
591	6250	84
592	6258	73
593	6269	63
594	6279	52
595	6289	42
596	6301	31
597	6314	21
598	6325	10
599	6335	0
