iter	RMSE
0	0.9891373459
1	0.9830787386
2	0.9770907765
3	0.9708879386
4	0.9648127197
5	0.9589658845
6	0.953068909
7	0.9475804948
8	0.9417754935
9	0.9360949489
10	0.9306434519
11	0.9247346198
12	0.9191664823
13	0.9133899136
14	0.9080388367
15	0.9028396602
16	0.8976183313
17	0.8925073881
18	0.887247956
19	0.8820835963
20	0.8768814508
21	0.8716082499
22	0.8664588023
23	0.8610033738
24	0.8562678079
25	0.8514847376
26	0.8467023336
27	0.8415932964
28	0.8369237456
29	0.8325281243
30	0.8277870147
31	0.8227866623
32	0.8182382629
33	0.8136382723
34	0.8093118223
35	0.804817634
36	0.8000622477
37	0.7953771181
38	0.7913970096
39	0.7867302437
40	0.7823892319
41	0.7781476212
42	0.774028703
43	0.7698372489
44	0.7653939246
45	0.7606759367
46	0.7570711391
47	0.7533623704
48	0.7496797538
49	0.7459610554
50	0.7419515214
51	0.7384666607
52	0.7345276111
53	0.730838543
54	0.7273904589
55	0.7234176273
56	0.7197127833
57	0.7160012884
58	0.7121303996
59	0.7086293783
60	0.7050679381
61	0.7010987573
62	0.6978449207
63	0.6942522553
64	0.6905494791
65	0.6872754693
66	0.6838036361
67	0.6801803494
68	0.676392818
69	0.6726894337
70	0.6695968511
71	0.6666928397
72	0.663505832
73	0.6605775047
74	0.6573942328
75	0.6545927505
76	0.6517014921
77	0.6484433227
78	0.6454623362
79	0.64284656
80	0.6393369987
81	0.6365966917
82	0.6339342622
83	0.6312464385
84	0.6285876236
85	0.6258801119
86	0.6229671918
87	0.620023597
88	0.6171810112
89	0.6147168695
90	0.6117083609
91	0.6090027465
92	0.6064415335
93	0.6038926609
94	0.601204606
95	0.598620168
96	0.5963422469
97	0.5934818413
98	0.5910055269
99	0.5882680917
100	0.5858370862
101	0.583311927
102	0.5809076934
103	0.5780189078
104	0.5757709368
105	0.573409918
106	0.571056658
107	0.5684116548
108	0.5660491045
109	0.5636595573
110	0.5616302128
111	0.5597034305
112	0.5571697821
113	0.5550225194
114	0.5525292634
115	0.5501696907
116	0.5481203658
117	0.5460169404
118	0.5438679941
119	0.5416699161
120	0.5396578553
121	0.5373575448
122	0.5353392106
123	0.5331030511
124	0.5310929344
125	0.5291218019
126	0.5271215654
127	0.5254678466
128	0.5233622285
129	0.5213522382
130	0.51952461
131	0.5177723175
132	0.5157120844
133	0.5138715864
134	0.5122292305
135	0.5101921516
136	0.508340013
137	0.5065237608
138	0.5046587534
139	0.5030874891
140	0.501093628
141	0.4995535191
142	0.4976681374
143	0.4957707907
144	0.4941492663
145	0.4921556392
146	0.4907245733
147	0.4891270095
148	0.4875086884
149	0.4856746119
150	0.4838255625
151	0.48185269
152	0.4800197937
153	0.4784663649
154	0.4769309046
155	0.4754794625
156	0.4738286008
157	0.4721880792
158	0.4702167195
159	0.4685200006
160	0.4670142875
161	0.4657454366
162	0.4643653253
163	0.4630788445
164	0.4613652069
165	0.4596983902
166	0.4584407951
167	0.4567719319
168	0.4555041168
169	0.45393872
170	0.4526041821
171	0.4509956336
172	0.4495314916
173	0.4481183419
174	0.4468090927
175	0.4452913043
176	0.4436250507
177	0.4422279996
178	0.4409102478
179	0.4397035233
180	0.4383080413
181	0.4368140285
182	0.4354200151
183	0.4339036597
184	0.4326577797
185	0.431479784
186	0.4306176935
187	0.4292731157
188	0.4280062484
189	0.4267381261
190	0.4254602205
191	0.4244390512
192	0.4232294375
193	0.4220192345
194	0.4206747908
195	0.4195167247
196	0.4185545564
197	0.4174304454
