iter	Passed	Remaining
0	7	4434
1	17	5182
2	27	5489
3	38	5688
4	47	5614
5	55	5509
6	64	5498
7	75	5566
8	86	5650
9	95	5648
10	106	5699
11	115	5670
12	125	5675
13	135	5657
14	144	5642
15	154	5652
16	159	5484
17	164	5320
18	172	5284
19	178	5180
20	191	5285
21	201	5306
22	205	5144
23	216	5185
24	227	5231
25	236	5216
26	244	5199
27	253	5176
28	262	5170
29	271	5166
30	303	5569
31	313	5561
32	322	5541
33	332	5538
34	341	5513
35	349	5472
36	366	5578
37	376	5569
38	385	5552
39	395	5539
40	405	5529
41	413	5488
42	421	5465
43	430	5444
44	441	5442
45	451	5432
46	460	5422
47	471	5416
48	480	5406
49	491	5406
50	505	5446
51	517	5449
52	527	5440
53	536	5423
54	543	5381
55	553	5376
56	564	5372
57	575	5375
58	585	5369
59	597	5375
60	607	5363
61	615	5342
62	624	5319
63	634	5317
64	646	5320
65	659	5333
66	669	5328
67	680	5320
68	689	5309
69	700	5305
70	712	5307
71	722	5300
72	730	5274
73	738	5247
74	747	5230
75	757	5221
76	765	5200
77	775	5189
78	783	5167
79	792	5151
80	822	5271
81	832	5258
82	841	5244
83	851	5229
84	860	5214
85	868	5193
86	883	5212
87	895	5209
88	906	5205
89	914	5184
90	923	5167
91	933	5156
92	944	5146
93	955	5142
94	964	5127
95	974	5113
96	982	5092
97	990	5073
98	998	5051
99	1008	5040
100	1018	5030
101	1021	4986
102	1030	4970
103	1039	4959
104	1044	4923
105	1053	4911
106	1063	4899
107	1072	4883
108	1084	4883
109	1093	4873
110	1103	4862
111	1113	4850
112	1122	4838
113	1133	4832
114	1142	4817
115	1152	4808
116	1162	4800
117	1172	4791
118	1182	4781
119	1204	4817
120	1214	4809
121	1226	4806
122	1236	4796
123	1249	4796
124	1259	4784
125	1270	4780
126	1281	4774
127	1293	4770
128	1303	4759
129	1313	4748
130	1323	4737
131	1332	4723
132	1369	4808
133	1380	4799
134	1390	4789
135	1400	4779
136	1420	4800
137	1430	4789
138	1440	4779
139	1450	4765
140	1460	4753
141	1468	4737
142	1477	4722
143	1487	4711
144	1497	4698
145	1508	4690
146	1518	4678
147	1527	4664
148	1537	4653
149	1548	4644
150	1560	4639
151	1570	4628
152	1578	4612
153	1587	4598
154	1596	4584
155	1607	4576
156	1618	4566
157	1630	4560
158	1640	4550
159	1648	4533
160	1656	4516
161	1667	4508
162	1678	4499
163	1688	4488
164	1697	4475
165	1707	4463
166	1716	4451
167	1727	4442
168	1737	4429
169	1747	4420
170	1757	4409
171	1766	4396
172	1776	4384
173	1785	4372
174	1795	4360
175	1804	4347
176	1814	4336
177	1823	4322
178	1832	4309
179	1841	4297
180	1853	4290
181	1863	4278
182	1871	4265
183	1880	4251
184	1889	4239
185	1899	4228
186	1930	4264
187	1940	4252
188	1949	4239
189	1958	4226
190	1967	4212
191	1973	4193
192	1990	4197
193	2001	4188
194	2009	4174
195	2018	4160
196	2026	4146
197	2036	4135
198	2046	4124
199	2054	4108
200	2067	4103
201	2076	4092
202	2086	4080
203	2094	4065
204	2102	4051
205	2112	4039
206	2121	4026
207	2130	4014
208	2141	4006
209	2150	3994
210	2159	3981
211	2169	3970
212	2179	3959
213	2188	3947
214	2198	3937
215	2209	3927
216	2218	3915
217	2227	3902
218	2236	3890
219	2245	3878
220	2257	3871
221	2266	3859
222	2275	3846
223	2283	3833
224	2288	3814
225	2299	3805
226	2311	3797
227	2322	3789
228	2332	3779
229	2342	3768
230	2350	3754
231	2359	3742
232	2368	3730
233	2400	3755
234	2412	3746
235	2422	3736
236	2432	3725
237	2440	3712
238	2448	3699
239	2465	3698
240	2477	3689
241	2486	3678
242	2497	3668
243	2506	3657
244	2514	3642
245	2522	3630
246	2527	3611
247	2536	3600
248	2547	3591
249	2557	3580
250	2566	3569
251	2576	3557
252	2587	3548
253	2591	3530
254	2603	3521
255	2613	3511
256	2623	3501
257	2632	3489
258	2641	3477
259	2650	3465
260	2660	3455
261	2671	3446
262	2680	3435
263	2691	3425
264	2694	3406
265	2704	3396
266	2713	3384
267	2724	3374
268	2735	3366
269	2746	3356
270	2755	3345
271	2763	3332
272	2773	3321
273	2781	3309
274	2785	3291
275	2794	3280
276	2805	3270
277	2808	3253
278	2817	3241
279	2827	3230
280	2833	3217
281	2846	3209
282	2878	3224
283	2888	3214
284	2891	3195
285	2903	3187
286	2913	3177
287	2923	3167
288	2940	3164
289	2951	3154
290	2960	3143
291	2970	3133
292	2978	3120
293	2987	3109
294	2997	3099
295	3007	3089
296	3019	3080
297	3029	3069
298	3037	3057
299	3041	3041
300	3050	3030
301	3059	3019
302	3070	3010
303	3081	3000
304	3091	2990
305	3100	2978
306	3109	2967
307	3118	2956
308	3127	2945
309	3138	2936
310	3147	2925
311	3158	2915
312	3167	2904
313	3174	2891
314	3190	2886
315	3202	2878
316	3212	2868
317	3220	2856
318	3229	2844
319	3239	2834
320	3250	2825
321	3259	2813
322	3268	2803
323	3277	2792
324	3286	2781
325	3296	2770
326	3325	2776
327	3336	2766
328	3346	2756
329	3355	2745
330	3365	2734
331	3372	2722
332	3387	2715
333	3400	2708
334	3411	2698
335	3420	2687
336	3429	2676
337	3438	2665
338	3448	2655
339	3456	2643
340	3468	2634
341	3478	2624
342	3488	2613
343	3496	2602
344	3505	2591
345	3516	2581
346	3527	2571
347	3537	2561
348	3541	2546
349	3550	2535
350	3560	2525
351	3564	2511
352	3574	2501
353	3585	2491
354	3598	2483
355	3608	2473
356	3619	2463
357	3628	2453
358	3638	2442
359	3648	2432
360	3659	2422
361	3670	2413
362	3680	2402
363	3689	2392
364	3699	2381
365	3710	2372
366	3720	2362
367	3731	2352
368	3740	2341
369	3742	2326
370	3753	2316
371	3763	2306
372	3768	2293
373	3803	2298
374	3815	2289
375	3825	2279
376	3835	2268
377	3844	2257
378	3855	2248
379	3869	2240
380	3880	2230
381	3891	2220
382	3901	2210
383	3910	2199
384	3918	2188
385	3935	2181
386	3948	2172
387	3959	2163
388	3969	2153
389	3971	2138
390	3981	2128
391	3991	2117
392	4003	2108
393	4016	2100
394	4030	2091
395	4042	2082
396	4054	2073
397	4067	2064
398	4078	2054
399	4095	2047
400	4107	2038
401	4119	2029
402	4130	2018
403	4140	2008
404	4150	1998
405	4163	1989
406	4175	1979
407	4187	1970
408	4197	1960
409	4208	1950
410	4216	1939
411	4225	1928
412	4237	1918
413	4249	1909
414	4262	1899
415	4271	1889
416	4281	1878
417	4290	1868
418	4302	1858
419	4314	1848
420	4325	1839
421	4337	1829
422	4346	1818
423	4354	1807
424	4364	1797
425	4404	1798
426	4415	1788
427	4426	1778
428	4439	1769
429	4449	1759
430	4467	1751
431	4480	1742
432	4490	1732
433	4501	1721
434	4510	1711
435	4519	1699
436	4528	1688
437	4530	1675
438	4541	1665
439	4555	1656
440	4565	1646
441	4575	1635
442	4586	1625
443	4595	1614
444	4604	1603
445	4616	1593
446	4626	1583
447	4628	1570
448	4639	1560
449	4649	1549
450	4657	1538
451	4666	1528
452	4676	1517
453	4688	1507
454	4698	1497
455	4708	1486
456	4716	1475
457	4728	1466
458	4740	1456
459	4753	1446
460	4766	1437
461	4775	1426
462	4785	1416
463	4789	1403
464	4797	1392
465	4805	1381
466	4815	1371
467	4827	1361
468	4837	1351
469	4846	1340
470	4854	1329
471	4864	1319
472	4925	1322
473	4943	1314
474	4960	1305
475	4992	1300
