iter	Passed	Remaining
204	2243	4322
205	2255	4313
206	2267	4305
207	2278	4293
208	2288	4280
209	2298	4268
210	2308	4255
211	2319	4245
212	2332	4238
213	2346	4232
214	2358	4222
215	2363	4201
216	2374	4190
217	2384	4178
218	2394	4165
219	2406	4156
220	2417	4145
221	2427	4133
222	2437	4120
223	2446	4106
224	2454	4091
225	2464	4079
226	2473	4063
227	2484	4053
228	2494	4041
229	2506	4032
230	2516	4020
231	2520	3997
232	2529	3983
233	2537	3969
234	2549	3959
235	2561	3950
236	2573	3941
237	2583	3930
238	2593	3917
239	2603	3905
240	2614	3895
241	2626	3884
242	2640	3878
243	2651	3868
244	2660	3855
245	2670	3843
246	2682	3834
247	2697	3828
248	2709	3819
249	2719	3807
250	2729	3795
251	2739	3783
252	2750	3772
253	2787	3796
254	2798	3785
255	2808	3774
256	2818	3760
257	2826	3746
258	2836	3734
259	2846	3722
260	2855	3709
261	2865	3696
262	2875	3685
263	2884	3671
264	2893	3657
265	2902	3644
266	2911	3630
267	2920	3617
268	2926	3601
269	2940	3594
270	2949	3581
271	2958	3568
272	2967	3554
273	2975	3540
274	2985	3528
275	2994	3515
276	3003	3502
277	3011	3488
278	3021	3476
279	3031	3464
280	3039	3450
281	3050	3440
282	3061	3429
283	3070	3415
284	3079	3403
285	3087	3390
286	3098	3378
287	3107	3365
288	3118	3355
289	3127	3343
290	3137	3331
291	3146	3318
292	3155	3306
293	3164	3293
294	3195	3303
295	3206	3293
296	3208	3273
297	3218	3261
298	3231	3252
299	3249	3249
300	3261	3240
301	3271	3228
302	3281	3216
303	3292	3205
304	3303	3195
305	3313	3183
306	3325	3173
307	3335	3162
308	3346	3151
309	3356	3139
310	3364	3126
311	3371	3112
312	3381	3100
313	3390	3088
314	3398	3075
315	3407	3062
316	3415	3049
317	3423	3036
318	3431	3022
319	3441	3010
320	3449	2998
321	3459	2987
322	3470	2976
323	3479	2963
324	3487	2950
325	3496	2939
326	3507	2928
327	3516	2916
328	3526	2904
329	3536	2893
330	3544	2880
331	3553	2868
332	3561	2855
333	3572	2844
334	3583	2834
335	3593	2823
336	3600	2809
337	3613	2800
338	3622	2789
339	3632	2777
340	3664	2783
341	3673	2771
342	3684	2760
343	3695	2749
344	3698	2733
345	3708	2722
346	3723	2714
347	3735	2704
348	3745	2693
349	3752	2680
350	3767	2672
351	3778	2662
352	3789	2651
353	3799	2640
354	3811	2630
355	3822	2619
356	3831	2608
357	3834	2591
358	3846	2582
359	3858	2572
360	3868	2561
361	3879	2550
362	3889	2539
363	3897	2526
364	3905	2514
365	3913	2502
366	3922	2490
367	3933	2480
368	3942	2467
369	3951	2456
370	3961	2445
371	3969	2432
372	3974	2418
373	3988	2410
374	3996	2397
375	4008	2388
376	4017	2376
377	4027	2365
378	4038	2354
379	4052	2346
380	4063	2335
381	4072	2324
382	4081	2312
383	4091	2301
384	4125	2303
385	4136	2293
386	4147	2282
387	4156	2271
388	4167	2260
389	4174	2248
390	4196	2243
391	4208	2232
392	4219	2222
393	4229	2211
394	4238	2199
395	4250	2189
396	4261	2179
397	4273	2169
398	4284	2158
399	4294	2147
400	4305	2136
401	4315	2125
402	4324	2113
403	4334	2102
404	4343	2091
405	4354	2080
406	4363	2069
407	4372	2057
408	4381	2046
409	4390	2034
410	4399	2023
411	4401	2008
412	4412	1997
413	4421	1986
414	4437	1978
415	4449	1967
416	4457	1956
417	4466	1944
418	4468	1930
419	4480	1920
420	4491	1909
421	4501	1898
422	4510	1887
423	4519	1876
424	4527	1864
425	4532	1851
426	4542	1840
427	4552	1829
428	4562	1818
429	4571	1807
430	4579	1795
431	4587	1784
432	4598	1773
433	4609	1763
434	4620	1752
435	4629	1741
436	4638	1730
437	4647	1719
438	4657	1708
439	4686	1704
440	4697	1693
441	4707	1682
442	4717	1671
443	4725	1660
444	4726	1646
445	4743	1637
446	4754	1627
447	4764	1616
448	4773	1605
449	4782	1594
450	4790	1582
451	4799	1571
452	4808	1560
453	4819	1549
454	4830	1539
455	4839	1528
456	4848	1517
457	4856	1505
458	4866	1494
459	4876	1484
460	4887	1473
461	4897	1462
462	4906	1451
463	4916	1441
464	4925	1429
465	4934	1418
466	4943	1407
467	4954	1397
468	4957	1384
469	4967	1373
470	4977	1363
471	4986	1352
472	4996	1341
473	5007	1331
474	5013	1319
475	5024	1308
476	5033	1298
477	5043	1287
478	5051	1275
479	5060	1265
480	5070	1254
481	5080	1243
482	5083	1231
483	5092	1220
484	5101	1209
485	5109	1198
486	5141	1192
487	5144	1180
488	5155	1170
489	5164	1159
490	5173	1148
491	5182	1137
492	5188	1126
493	5210	1118
494	5222	1107
495	5231	1096
496	5234	1084
497	5245	1074
498	5254	1063
499	5266	1053
500	5278	1043
501	5289	1032
502	5299	1021
503	5309	1011
504	5318	1000
505	5326	989
506	5336	978
507	5345	968
508	5353	957
509	5364	946
510	5372	935
511	5381	924
512	5391	914
513	5403	904
514	5412	893
515	5421	882
516	5431	871
517	5440	861
518	5448	850
519	5457	839
520	5462	828
521	5471	817
522	5480	806
523	5490	796
524	5501	785
525	5510	775
526	5520	764
527	5529	754
528	5538	743
529	5547	732
530	5556	722
531	5567	711
532	5577	701
533	5586	690
534	5596	679
535	5605	669
536	5608	658
537	5639	649
538	5650	639
539	5660	628
540	5664	617
541	5674	607
542	5685	596
543	5703	587
544	5713	576
545	5717	565
546	5725	554
547	5734	544
548	5742	533
549	5752	522
550	5761	512
551	5773	502
552	5784	491
553	5793	481
554	5802	470
555	5810	459
556	5818	449
557	5828	438
558	5838	428
559	5847	417
560	5856	407
561	5864	396
562	5873	385
563	5878	375
564	5890	364
565	5897	354
566	5908	343
567	5912	333
568	5918	322
569	5930	312
570	5939	301
571	5948	291
572	5961	280
573	5970	270
574	5978	259
575	5987	249
576	5997	239
577	6000	228
578	6011	218
579	6021	207
580	6031	197
581	6040	186
582	6049	176
583	6055	165
584	6061	155
585	6071	145
586	6101	135
587	6112	124
588	6121	114
589	6130	103
590	6139	93
591	6153	83
592	6165	72
593	6175	62
594	6185	51
595	6194	41
596	6203	31
597	6213	20
598	6224	10
599	6229	0
