iter	Passed	Remaining
188	473	74716
189	475	74672
190	478	74612
191	480	74560
192	482	74514
193	484	74460
194	486	74398
195	488	74329
196	490	74251
197	492	74201
198	495	74148
199	497	74075
200	499	74012
201	501	74012
202	504	73998
203	506	73927
204	508	73895
205	510	73872
206	513	73882
207	516	73919
208	518	73978
209	521	73985
210	524	73984
211	527	74114
212	530	74137
213	532	74169
214	535	74194
215	538	74212
216	540	74216
217	543	74214
218	545	74238
219	549	74344
220	551	74368
221	554	74395
222	556	74366
223	559	74360
224	562	74396
225	565	74549
226	568	74568
227	571	74561
228	573	74541
229	576	74597
230	578	74612
231	581	74596
232	584	74646
233	587	74672
234	589	74654
235	592	74729
236	595	74755
237	599	74961
238	602	74964
239	604	75001
240	607	75022
241	610	75054
242	612	75057
243	615	75043
244	617	75025
245	620	75033
246	622	75022
247	625	75000
248	627	74997
249	636	75759
250	648	76833
251	660	78027
252	663	78066
253	666	78091
254	669	78107
255	672	78133
256	676	78268
257	679	78291
258	682	78335
259	685	78363
260	688	78410
261	690	78384
262	694	78492
263	698	78633
264	701	78691
265	707	79089
266	711	79238
267	714	79311
268	717	79346
269	720	79368
270	723	79366
271	726	79362
272	728	79346
273	732	79427
274	734	79434
275	737	79422
276	740	79414
277	743	79447
278	746	79478
279	749	79523
280	751	79527
281	754	79522
282	757	79533
283	761	79658
284	764	79718
285	767	79759
286	770	79782
287	773	79805
288	776	79805
289	778	79794
290	781	79805
291	784	79795
292	786	79768
293	789	79729
294	791	79709
295	794	79681
296	796	79651
297	799	79638
298	801	79616
299	804	79619
300	807	79711
301	810	79741
302	813	79769
303	816	79797
304	819	79808
305	823	79908
306	826	79986
307	831	80111
308	834	80187
309	837	80213
310	840	80246
311	843	80305
312	846	80321
313	849	80331
314	853	80442
315	856	80459
316	859	80472
317	862	80471
318	864	80456
319	867	80437
320	870	80474
321	873	80469
322	875	80454
323	878	80431
324	880	80440
325	884	80513
326	887	80516
327	890	80537
328	893	80554
329	896	80641
330	899	80633
331	902	80637
332	904	80607
333	907	80599
334	909	80548
335	911	80503
336	914	80489
337	916	80469
338	919	80465
339	922	80442
340	926	80553
341	928	80540
342	932	80596
343	935	80665
344	938	80708
345	941	80720
346	945	80804
347	948	80793
348	950	80776
349	953	80769
350	956	80795
351	958	80764
352	961	80778
353	964	80768
354	967	80767
355	969	80757
356	973	80800
357	976	80825
358	979	80843
359	981	80850
360	985	80871
361	987	80853
362	990	80905
363	994	80989
364	997	80999
365	1000	81008
366	1003	81021
367	1006	81036
368	1009	81037
369	1011	81012
370	1014	80988
371	1016	80964
372	1019	81012
373	1022	81002
374	1024	80971
375	1027	80969
376	1030	80962
377	1032	80937
378	1035	80902
379	1038	80918
380	1040	80914
381	1044	80955
382	1046	80934
383	1048	80896
384	1051	80872
385	1053	80820
386	1055	80786
387	1058	80766
388	1060	80734
389	1064	80791
390	1066	80764
391	1069	80760
392	1071	80757
393	1075	80800
394	1077	80769
395	1080	80751
396	1082	80715
397	1084	80675
398	1087	80656
399	1089	80623
400	1091	80590
401	1094	80584
402	1097	80584
403	1100	80621
404	1103	80608
405	1106	80650
406	1109	80672
407	1112	80666
408	1114	80651
409	1117	80647
410	1119	80618
411	1122	80585
412	1124	80555
413	1126	80518
414	1128	80478
415	1131	80442
416	1133	80408
417	1135	80381
418	1137	80338
419	1140	80311
420	1143	80311
421	1145	80274
422	1147	80234
423	1149	80209
424	1153	80284
425	1156	80267
426	1158	80256
427	1161	80260
428	1164	80240
429	1166	80216
430	1168	80179
431	1171	80154
432	1173	80116
433	1176	80147
434	1179	80150
435	1181	80129
436	1184	80124
437	1187	80132
438	1190	80166
439	1193	80155
440	1195	80133
441	1198	80127
442	1202	80201
443	1204	80212
444	1207	80199
445	1210	80190
446	1212	80183
447	1215	80173
448	1217	80152
449	1220	80143
450	1222	80127
451	1225	80120
452	1228	80127
453	1231	80126
454	1233	80108
455	1236	80125
456	1240	80161
457	1242	80132
458	1245	80142
459	1249	80239
460	1252	80250
461	1255	80256
462	1258	80253
463	1260	80260
464	1263	80248
465	1265	80230
466	1268	80213
467	1271	80213
468	1273	80183
469	1275	80150
470	1278	80128
471	1280	80100
472	1282	80067
473	1290	80363
474	1301	80927
475	1310	81314
476	1314	81362
477	1317	81369
478	1320	81384
479	1323	81384
480	1330	81625
481	1332	81632
482	1336	81668
483	1339	81657
484	1341	81665
485	1345	81710
486	1349	81756
487	1355	81947
488	1358	82000
489	1362	82082
490	1366	82149
491	1370	82167
492	1373	82190
493	1376	82206
494	1379	82214
495	1381	82204
496	1384	82204
497	1388	82236
498	1391	82252
499	1394	82250
500	1396	82240
501	1400	82269
502	1403	82316
503	1406	82315
504	1409	82334
505	1413	82409
506	1416	82407
507	1419	82416
508	1422	82414
509	1425	82411
510	1428	82409
511	1431	82416
512	1433	82395
513	1436	82386
514	1439	82398
515	1441	82376
516	1444	82362
517	1446	82341
518	1448	82305
519	1451	82293
520	1454	82272
521	1456	82255
522	1459	82237
523	1461	82214
524	1464	82199
525	1466	82186
526	1469	82169
527	1471	82157
528	1475	82182
529	1478	82221
530	1481	82218
531	1484	82213
532	1487	82209
533	1489	82182
534	1491	82160
535	1494	82168
536	1497	82143
537	1499	82123
538	1502	82102
539	1504	82094
540	1507	82083
541	1509	82067
542	1512	82047
543	1515	82054
544	1518	82047
545	1520	82036
546	1523	82031
547	1526	82025
548	1528	82005
549	1530	81968
550	1533	81946
551	1535	81936
552	1538	81900
553	1540	81873
554	1542	81841
555	1544	81818
556	1547	81794
557	1549	81773
558	1553	81792
559	1555	81773
560	1558	81758
561	1560	81758
562	1563	81752
563	1565	81719
564	1568	81692
565	1570	81659
566	1572	81647
567	1575	81624
568	1577	81595
569	1579	81575
570	1582	81543
571	1584	81517
572	1586	81487
573	1589	81471
574	1592	81473
575	1594	81476
576	1597	81444
577	1599	81429
578	1602	81406
579	1604	81381
580	1607	81371
581	1610	81384
582	1612	81387
583	1615	81368
584	1617	81343
585	1620	81324
586	1622	81301
587	1625	81295
588	1628	81302
589	1630	81284
590	1633	81267
591	1635	81260
592	1638	81237
593	1640	81225
594	1644	81247
595	1646	81225
596	1648	81195
597	1651	81177
598	1653	81140
599	1655	81125
600	1658	81112
601	1660	81109
602	1663	81098
603	1666	81104
604	1668	81076
605	1670	81042
606	1673	81029
607	1700	82196
608	1704	82239
609	1706	82242
610	1709	82244
611	1712	82246
612	1715	82258
613	1718	82251
614	1721	82256
615	1724	82254
616	1727	82249
617	1730	82253
618	1732	82243
619	1735	82239
620	1738	82237
621	1741	82246
622	1744	82268
623	1747	82256
624	1753	82428
625	1758	82501
626	1761	82499
627	1764	82507
628	1766	82501
629	1769	82492
630	1772	82501
631	1775	82500
632	1778	82493
633	1780	82488
634	1783	82463
635	1785	82458
636	1788	82453
637	1791	82452
638	1794	82461
639	1797	82455
640	1799	82442
641	1802	82442
642	1806	82463
643	1809	82480
644	1812	82470
645	1814	82472
646	1817	82463
647	1820	82467
648	1823	82455
649	1826	82452
650	1828	82434
651	1831	82419
652	1833	82393
653	1835	82365
654	1837	82337
655	1839	82306
656	1842	82282
657	1844	82248
658	1846	82225
659	1849	82200
660	1851	82174
661	1854	82171
662	1856	82151
663	1858	82120
664	1860	82080
665	1862	82035
666	1864	81993
667	1866	81957
668	1868	81936
669	1871	81942
670	1874	81921
671	1876	81891
672	1878	81858
673	1880	81828
674	1883	81834
675	1885	81803
676	1887	81773
677	1890	81745
678	1892	81716
679	1894	81690
680	1896	81656
681	1898	81627
682	1901	81610
683	1903	81602
684	1906	81597
685	1909	81591
686	1912	81581
687	1914	81557
688	1916	81532
689	1918	81511
690	1921	81490
691	1923	81466
692	1925	81442
693	1928	81428
694	1930	81409
695	1933	81386
696	1935	81369
697	1938	81358
698	1940	81349
699	1942	81321
700	1944	81292
701	1947	81274
702	1949	81251
703	1952	81233
704	1954	81226
705	1957	81213
706	1959	81193
707	1961	81162
708	1964	81140
709	1966	81111
710	1968	81092
711	1971	81079
712	1973	81063
713	1976	81052
714	1979	81059
715	1982	81096
716	1985	81090
717	1989	81123
718	1991	81119
719	1994	81113
720	1997	81097
721	1999	81085
722	2001	81055
723	2003	81033
724	2006	81007
725	2008	80995
726	2011	80985
727	2013	80964
728	2016	80965
729	2022	81078
730	2043	81817
731	2046	81832
732	2049	81829
733	2052	81828
734	2055	81835
735	2058	81838
736	2061	81834
737	2063	81818
738	2066	81804
739	2068	81790
740	2071	81779
741	2073	81769
742	2076	81762
743	2079	81759
744	2082	81760
745	2085	81795
746	2088	81795
747	2095	81932
748	2098	81964
749	2101	81968
750	2105	82011
751	2108	82003
752	2111	81993
753	2113	81977
754	2116	81965
755	2118	81960
756	2121	81957
757	2124	81944
758	2126	81934
759	2129	81922
760	2132	81922
761	2135	81928
762	2138	81927
763	2140	81926
764	2143	81917
765	2146	81908
766	2149	81919
767	2152	81941
768	2155	81943
769	2158	81929
770	2160	81912
771	2163	81902
772	2165	81890
773	2168	81880
774	2170	81857
775	2173	81837
776	2175	81814
777	2177	81799
778	2180	81777
779	2182	81753
780	2184	81734
781	2187	81724
782	2189	81714
783	2192	81701
784	2194	81672
785	2196	81654
786	2200	81672
787	2202	81654
788	2205	81636
789	2207	81616
790	2209	81596
791	2211	81573
792	2214	81549
793	2216	81532
794	2218	81506
795	2220	81481
796	2223	81458
797	2225	81433
798	2227	81408
799	2229	81388
800	2232	81373
801	2235	81380
802	2237	81358
803	2239	81338
804	2241	81309
805	2244	81298
806	2247	81288
807	2249	81276
808	2252	81261
809	2254	81242
810	2256	81224
811	2258	81200
812	2261	81186
813	2263	81155
814	2265	81132
815	2268	81120
816	2270	81106
817	2272	81084
818	2274	81049
819	2276	81022
820	2279	81002
821	2282	81003
822	2284	80990
823	2286	80967
824	2288	80942
825	2290	80913
826	2293	80890
827	2295	80863
828	2297	80840
829	2299	80832
830	2302	80808
831	2304	80803
832	2307	80786
833	2309	80769
834	2312	80760
835	2314	80752
836	2317	80747
837	2319	80729
838	2322	80714
839	2324	80691
840	2351	81531
841	2354	81525
842	2357	81531
843	2359	81524
844	2362	81526
845	2365	81525
846	2368	81517
847	2370	81508
848	2373	81496
849	2376	81498
850	2379	81504
851	2382	81504
852	2385	81499
853	2388	81500
854	2391	81535
855	2394	81530
856	2400	81646
857	2404	81667
858	2408	81714
859	2412	81737
860	2415	81737
861	2417	81729
862	2420	81720
863	2423	81713
864	2425	81701
865	2428	81693
866	2430	81682
867	2433	81680
868	2436	81664
869	2438	81654
870	2441	81647
871	2444	81658
872	2447	81651
873	2449	81643
874	2452	81635
875	2454	81616
876	2457	81617
877	2461	81629
878	2464	81652
879	2467	81643
880	2469	81637
881	2472	81624
882	2474	81610
883	2477	81604
884	2480	81591
885	2482	81577
886	2485	81564
887	2487	81544
888	2489	81521
889	2491	81504
890	2494	81490
891	2496	81471
892	2498	81453
893	2501	81428
894	2503	81412
895	2505	81397
896	2508	81383
897	2511	81386
898	2513	81360
899	2515	81337
900	2517	81317
901	2520	81319
902	2523	81308
903	2526	81317
904	2528	81304
905	2531	81285
906	2533	81265
907	2535	81243
908	2538	81236
909	2541	81238
910	2543	81220
911	2545	81201
912	2548	81178
913	2550	81164
914	2554	81188
915	2556	81176
916	2559	81178
917	2562	81172
918	2565	81175
919	2567	81168
920	2570	81169
921	2573	81155
922	2575	81147
923	2578	81131
924	2580	81108
925	2582	81096
926	2585	81081
927	2587	81066
928	2589	81045
929	2592	81029
930	2595	81027
931	2598	81030
932	2600	81027
933	2603	81015
934	2605	80999
935	2608	81010
936	2611	80989
937	2638	81744
938	2641	81742
939	2644	81751
940	2647	81750
941	2650	81751
942	2653	81750
943	2655	81735
944	2657	81722
945	2660	81718
946	2663	81706
947	2666	81704
948	2668	81696
949	2671	81688
950	2674	81683
951	2677	81688
952	2680	81714
953	2685	81767
954	2691	81850
955	2694	81859
956	2697	81857
957	2700	81855
958	2702	81849
959	2705	81841
960	2708	81841
961	2711	81836
962	2713	81829
963	2716	81823
964	2719	81821
965	2722	81814
966	2724	81809
967	2728	81825
968	2730	81811
969	2733	81813
970	2736	81802
971	2739	81803
972	2743	81833
973	2745	81832
974	2748	81818
975	2751	81819
976	2753	81810
977	2756	81800
978	2759	81791
979	2761	81778
980	2763	81760
981	2766	81748
982	2769	81741
983	2771	81727
984	2774	81718
985	2776	81701
986	2779	81711
987	2782	81699
988	2784	81683
989	2787	81671
990	2790	81692
991	2792	81672
992	2795	81654
993	2797	81643
994	2799	81620
995	2802	81603
996	2804	81591
997	2807	81574
998	2809	81555
999	2811	81537
1000	2813	81517
1001	2816	81505
1002	2818	81488
1003	2821	81473
1004	2823	81473
1005	2826	81462
1006	2828	81432
1007	2830	81407
1008	2832	81391
1009	2835	81385
1010	2839	81409
1011	2841	81395
1012	2844	81381
1013	2846	81375
1014	2849	81367
1015	2851	81353
1016	2854	81336
1017	2856	81323
1018	2858	81306
1019	2861	81297
1020	2863	81275
1021	2865	81253
1022	2867	81235
1023	2870	81217
1024	2872	81210
1025	2875	81198
1026	2877	81173
1027	2879	81163
1028	2882	81150
1029	2884	81143
1030	2887	81142
1031	2890	81125
1032	2892	81105
1033	2894	81087
1034	2896	81068
1035	2899	81055
1036	2901	81042
1037	2903	81025
1038	2906	81009
1039	2908	80996
1040	2911	80995
1041	2935	81589
1042	2943	81716
1043	2946	81714
1044	2949	81712
1045	2951	81708
1046	2954	81711
1047	2957	81710
1048	2960	81709
1049	2963	81706
1050	2966	81703
1051	2968	81692
1052	2971	81685
1053	2974	81676
1054	2976	81670
1055	2980	81679
1056	2983	81702
1057	2986	81709
1058	2994	81827
1059	2997	81835
1060	3000	81848
1061	3004	81863
1062	3007	81860
1063	3009	81851
1064	3012	81843
1065	3014	81834
1066	3017	81828
1067	3020	81824
1068	3023	81819
1069	3026	81819
1070	3028	81814
1071	3031	81799
1072	3034	81798
1073	3036	81787
1074	3038	81769
1075	3041	81766
1076	3044	81759
1077	3047	81753
1078	3050	81751
1079	3054	81784
1080	3057	81786
1081	3060	81784
1082	3062	81783
1083	3065	81779
1084	3068	81779
1085	3071	81779
1086	3073	81763
1087	3076	81752
1088	3078	81738
1089	3081	81720
1090	3083	81704
1091	3085	81693
1092	3088	81679
1093	3090	81656
1094	3092	81642
1095	3095	81630
1096	3097	81621
1097	3100	81617
1098	3102	81597
1099	3104	81575
1100	3107	81569
1101	3110	81558
1102	3112	81540
1103	3114	81524
1104	3117	81529
1105	3120	81519
1106	3122	81503
1107	3125	81494
1108	3127	81479
1109	3129	81464
1110	3132	81454
1111	3134	81439
1112	3137	81431
1113	3139	81417
1114	3168	82073
1115	3171	82071
1116	3173	82072
1117	3176	82072
1118	3179	82073
1119	3182	82074
1120	3185	82065
1121	3188	82062
1122	3191	82057
1123	3193	82049
1124	3196	82042
1125	3199	82036
1126	3202	82038
1127	3205	82034
1128	3208	82036
1129	3211	82037
1130	3214	82049
1131	3218	82065
1132	3221	82089
1133	3226	82139
1134	3230	82148
1135	3233	82155
1136	3236	82152
1137	3238	82145
1138	3241	82136
1139	3244	82129
1140	3247	82129
1141	3249	82125
1142	3252	82119
1143	3255	82116
1144	3258	82107
1145	3260	82104
1146	3263	82100
1147	3266	82102
1148	3269	82099
1149	3272	82103
1150	3275	82094
1151	3278	82100
1152	3281	82094
1153	3283	82086
1154	3286	82075
1155	3289	82067
1156	3291	82052
1157	3293	82034
1158	3295	82013
1159	3297	81994
1160	3300	81981
1161	3302	81960
1162	3304	81948
1163	3307	81936
1164	3309	81918
1165	3312	81906
1166	3314	81896
1167	3317	81902
1168	3320	81900
1169	3323	81888
1170	3325	81873
1171	3328	81863
1172	3330	81851
1173	3332	81834
1174	3335	81817
1175	3337	81805
1176	3339	81787
1177	3341	81768
1178	3344	81751
1179	3346	81738
1180	3348	81722
1181	3351	81705
1182	3353	81697
1183	3356	81687
1184	3358	81663
1185	3360	81653
1186	3363	81636
1187	3365	81623
1188	3368	81632
1189	3371	81615
1190	3373	81596
1191	3375	81579
1192	3378	81568
1193	3380	81555
1194	3382	81542
1195	3384	81522
1196	3387	81512
1197	3389	81498
1198	3392	81487
1199	3395	81488
1200	3398	81486
1201	3401	81499
1202	3404	81503
1203	3407	81493
1204	3409	81482
1205	3412	81468
1206	3414	81460
1207	3417	81450
1208	3419	81435
1209	3422	81425
1210	3424	81412
1211	3427	81404
1212	3430	81403
1213	3432	81392
1214	3454	81840
1215	3461	81946
1216	3465	81953
1217	3468	81951
1218	3471	81952
1219	3474	81955
1220	3477	81956
1221	3480	81955
1222	3482	81953
1223	3485	81950
1224	3488	81949
1225	3491	81946
1226	3494	81949
1227	3497	81957
1228	3500	81948
1229	3504	81968
1230	3507	81981
1231	3511	81997
1232	3514	82007
1233	3517	82008
1234	3520	82002
1235	3523	82001
1236	3526	81996
1237	3529	81992
1238	3532	81995
1239	3534	81976
1240	3536	81964
1241	3539	81951
1242	3542	81946
1243	3545	81954
1244	3547	81941
1245	3554	82018
1246	3557	82020
1247	3561	82049
1248	3565	82064
1249	3567	82060
1250	3570	82056
1251	3573	82059
1252	3576	82059
1253	3579	82056
1254	3582	82049
1255	3585	82048
1256	3587	82036
1257	3590	82027
1258	3593	82022
1259	3596	82025
1260	3598	82009
1261	3601	82019
1262	3605	82027
1263	3608	82030
1264	3611	82038
1265	3614	82041
1266	3617	82038
1267	3620	82032
1268	3622	82026
1269	3625	82014
1270	3627	82001
1271	3630	81986
1272	3632	81980
1273	3635	81972
1274	3637	81961
1275	3640	81946
1276	3642	81933
1277	3644	81917
1278	3647	81914
1279	3650	81913
1280	3653	81906
1281	3655	81896
1282	3658	81888
1283	3662	81899
1284	3665	81912
1285	3668	81902
1286	3670	81893
1287	3673	81888
1288	3675	81870
1289	3677	81852
1290	3680	81840
1291	3682	81827
1292	3685	81816
1293	3687	81810
1294	3690	81804
1295	3693	81814
1296	3696	81809
1297	3699	81807
1298	3702	81803
1299	3705	81797
1300	3707	81785
1301	3709	81769
1302	3712	81756
1303	3714	81736
1304	3716	81727
1305	3719	81719
1306	3722	81711
1307	3724	81699
1308	3726	81684
1309	3729	81671
1310	3731	81662
1311	3734	81666
1312	3737	81658
1313	3739	81644
1314	3742	81632
1315	3745	81637
1316	3747	81627
1317	3750	81617
1318	3752	81599
1319	3755	81586
1320	3757	81571
1321	3759	81559
1322	3762	81553
1323	3765	81547
1324	3788	81994
1325	3795	82085
1326	3799	82092
1327	3802	82094
1328	3805	82100
1329	3808	82091
1330	3810	82085
1331	3814	82086
1332	3816	82078
1333	3819	82078
1334	3822	82078
1335	3826	82092
1336	3828	82079
1337	3831	82077
1338	3834	82070
1339	3837	82067
1340	3840	82077
1341	3843	82082
1342	3849	82141
1343	3853	82155
1344	3856	82167
1345	3860	82183
1346	3863	82188
1347	3866	82187
1348	3869	82177
1349	3872	82177
1350	3875	82173
1351	3878	82173
1352	3880	82163
1353	3883	82155
1354	3885	82150
1355	3888	82145
1356	3892	82162
1357	3895	82164
1358	3898	82167
1359	3901	82163
1360	3905	82185
1361	3909	82206
1362	3912	82212
1363	3915	82212
1364	3918	82203
1365	3921	82198
1366	3924	82192
1367	3927	82191
1368	3929	82188
1369	3932	82179
1370	3934	82168
1371	3937	82155
1372	3939	82147
1373	3942	82135
1374	3944	82123
1375	3947	82113
1376	3950	82106
1377	3952	82102
1378	3955	82099
1379	3958	82102
1380	3961	82097
1381	3964	82089
1382	3966	82080
1383	3969	82067
1384	3971	82054
1385	3974	82044
1386	3976	82034
1387	3979	82022
1388	3981	82013
1389	3983	82000
1390	3986	81986
1391	3988	81971
1392	3991	81960
1393	3993	81954
1394	3996	81953
1395	3998	81939
1396	4001	81928
1397	4004	81935
1398	4007	81921
1399	4009	81916
1400	4012	81909
1401	4015	81902
1402	4017	81888
1403	4019	81876
1404	4022	81865
1405	4024	81850
1406	4027	81838
1407	4029	81825
1408	4032	81816
1409	4034	81800
1410	4036	81789
1411	4039	81780
1412	4059	82135
1413	4069	82261
1414	4072	82267
1415	4078	82333
1416	4082	82348
1417	4085	82357
1418	4088	82354
1419	4092	82360
1420	4094	82357
1421	4098	82357
1422	4100	82356
1423	4104	82356
1424	4106	82352
1425	4109	82344
1426	4112	82339
1427	4114	82333
1428	4117	82330
1429	4121	82335
1430	4124	82333
1431	4127	82334
1432	4129	82324
1433	4132	82326
1434	4136	82348
1435	4139	82350
1436	4142	82347
1437	4145	82339
1438	4148	82329
1439	4150	82325
1440	4153	82319
1441	4155	82305
1442	4158	82289
1443	4160	82274
1444	4162	82263
1445	4165	82253
1446	4168	82250
1447	4170	82242
1448	4173	82227
1449	4175	82216
1450	4177	82201
1451	4180	82197
1452	4183	82185
1453	4186	82183
1454	4188	82179
1455	4191	82162
1456	4193	82145
1457	4195	82130
1458	4197	82119
1459	4200	82110
1460	4202	82095
1461	4205	82084
1462	4207	82070
1463	4209	82059
1464	4212	82048
1465	4215	82058
1466	4218	82049
1467	4221	82047
1468	4223	82030
1469	4226	82019
1470	4228	82004
1471	4230	81996
1472	4233	81993
1473	4236	81995
1474	4239	81987
1475	4241	81972
1476	4244	81968
1477	4247	81965
1478	4250	81965
1479	4253	81961
1480	4255	81947
1481	4257	81929
1482	4259	81916
1483	4262	81908
1484	4265	81913
1485	4269	81926
1486	4272	81916
1487	4274	81902
1488	4276	81892
1489	4279	81884
1490	4281	81870
1491	4284	81860
1492	4286	81846
1493	4288	81831
1494	4291	81822
1495	4293	81813
1496	4296	81800
1497	4323	82259
1498	4327	82274
1499	4330	82286
1500	4334	82289
1501	4336	82281
1502	4339	82282
1503	4342	82278
1504	4345	82273
1505	4347	82264
1506	4350	82255
1507	4353	82251
1508	4356	82251
1509	4358	82243
1510	4361	82239
1511	4365	82243
1512	4368	82253
1513	4371	82249
1514	4377	82312
1515	4381	82326
1516	4386	82352
1517	4389	82355
1518	4392	82353
1519	4395	82353
1520	4398	82349
1521	4400	82345
1522	4403	82337
1523	4406	82329
1524	4408	82318
1525	4411	82312
1526	4414	82307
1527	4416	82299
1528	4419	82292
1529	4422	82285
1530	4424	82272
1531	4426	82258
1532	4429	82246
1533	4431	82236
1534	4434	82238
1535	4437	82230
1536	4439	82220
1537	4442	82209
1538	4444	82200
1539	4447	82191
1540	4450	82185
1541	4453	82182
1542	4455	82169
1543	4457	82151
1544	4459	82136
1545	4461	82122
1546	4464	82119
1547	4467	82107
1548	4469	82096
1549	4472	82087
1550	4474	82080
1551	4477	82071
1552	4479	82054
1553	4481	82040
1554	4484	82031
1555	4487	82033
1556	4490	82031
1557	4493	82023
1558	4495	82018
1559	4498	82012
1560	4500	81999
1561	4503	81985
1562	4505	81968
1563	4507	81955
1564	4509	81942
1565	4512	81928
1566	4514	81916
1567	4516	81900
1568	4519	81886
1569	4521	81879
1570	4524	81873
1571	4526	81859
1572	4528	81840
1573	4531	81830
1574	4534	81834
1575	4536	81824
1576	4538	81808
1577	4541	81795
1578	4543	81780
1579	4545	81763
1580	4548	81752
1581	4550	81735
1582	4553	81736
1583	4555	81721
1584	4557	81707
1585	4560	81699
1586	4562	81687
1587	4565	81679
1588	4584	81964
1589	4592	82053
1590	4595	82060
1591	4598	82065
1592	4601	82062
1593	4604	82054
1594	4607	82048
1595	4609	82043
1596	4613	82045
1597	4615	82040
1598	4618	82036
1599	4621	82024
1600	4623	82018
1601	4626	82013
1602	4629	82005
1603	4631	81996
1604	4635	82000
1605	4637	81996
1606	4640	81991
1607	4645	82019
1608	4651	82073
1609	4654	82071
1610	4657	82068
1611	4660	82067
1612	4663	82066
1613	4665	82059
1614	4668	82052
1615	4671	82049
1616	4674	82043
1617	4676	82037
1618	4679	82031
1619	4682	82022
1620	4685	82025
1621	4688	82025
1622	4691	82024
1623	4694	82026
1624	4698	82035
1625	4700	82027
1626	4703	82023
1627	4706	82018
1628	4708	82011
1629	4711	82003
1630	4713	81989
1631	4716	81979
1632	4718	81967
1633	4720	81955
1634	4723	81941
1635	4725	81927
1636	4727	81914
1637	4730	81901
1638	4732	81888
1639	4734	81880
1640	4737	81873
1641	4739	81861
1642	4743	81860
1643	4746	81868
1644	4748	81857
1645	4751	81848
1646	4753	81836
1647	4756	81824
1648	4758	81810
1649	4760	81795
1650	4763	81786
1651	4765	81770
1652	4767	81759
1653	4770	81750
1654	4772	81734
1655	4774	81725
1656	4777	81714
1657	4779	81701
1658	4781	81684
1659	4783	81671
1660	4786	81657
1661	4788	81646
1662	4790	81635
1663	4793	81624
1664	4796	81625
1665	4798	81609
1666	4800	81596
1667	4803	81582
1668	4805	81570
1669	4807	81559
1670	4810	81546
1671	4812	81536
1672	4815	81530
1673	4817	81522
1674	4820	81519
1675	4824	81528
1676	4826	81520
1677	4830	81526
1678	4833	81524
1679	4835	81517
1680	4838	81517
1681	4841	81510
1682	4843	81501
1683	4846	81492
1684	4848	81483
1685	4851	81477
1686	4853	81464
1687	4856	81455
1688	4859	81449
1689	4861	81440
1690	4864	81437
1691	4867	81428
1692	4874	81503
1693	4877	81506
1694	4880	81505
1695	4884	81510
1696	4887	81514
1697	4890	81515
1698	4893	81512
1699	4897	81521
1700	4899	81519
1701	4903	81520
1702	4905	81512
1703	4908	81513
