iter	RMSE
143	17716.02387
144	17678.99212
145	17651.49908
146	17627.36659
147	17583.6027
148	17551.5222
149	17492.45243
150	17448.99507
151	17418.39519
152	17371.61045
153	17357.92201
154	17328.81435
155	17301.89571
156	17249.39989
157	17202.20943
158	17180.50719
159	17140.97287
160	17098.34587
161	17057.53385
162	17021.90402
163	16998.79867
164	16946.26405
165	16918.23381
166	16865.31518
167	16842.67312
168	16809.18106
169	16795.6676
170	16757.54021
171	16722.47224
172	16695.23286
173	16677.1779
174	16641.40358
175	16623.06407
176	16608.80779
177	16585.8748
178	16544.23286
179	16478.90697
180	16438.07985
181	16417.75983
182	16405.12881
183	16393.48606
184	16370.15692
185	16358.94873
186	16331.90601
187	16298.71576
188	16274.51623
189	16225.69251
190	16206.19243
191	16154.286
192	16144.68395
193	16132.3599
194	16098.80892
195	16048.86491
196	16026.87812
197	15987.85168
198	15956.06713
199	15930.33449
200	15908.49469
201	15883.90907
202	15854.21524
203	15845.139
204	15837.52451
205	15810.87462
206	15802.79758
207	15753.87115
208	15748.19577
209	15737.74772
210	15707.48617
211	15677.27847
212	15661.13108
213	15625.65229
214	15576.31364
215	15518.31416
216	15476.95514
217	15469.42762
218	15458.01662
219	15427.56807
220	15420.02184
221	15385.99888
222	15354.29334
223	15347.85658
224	15312.56288
225	15292.19815
226	15281.69733
227	15263.03247
228	15248.42766
229	15222.78926
230	15184.09318
231	15155.08609
232	15126.31651
233	15119.1712
234	15068.43326
235	15051.51019
236	15010.04659
237	14981.83556
238	14959.02298
239	14939.37003
240	14900.01827
241	14878.62421
242	14872.33691
243	14853.9043
244	14836.36212
245	14800.41117
246	14772.75191
247	14767.79525
248	14720.84142
249	14684.65362
250	14656.44271
251	14610.6269
252	14579.21053
253	14535.09785
254	14492.73986
255	14471.10549
256	14443.90254
257	14431.80461
258	14401.72104
259	14379.60082
260	14360.89123
261	14345.00286
262	14324.30296
263	14299.4183
264	14254.5146
265	14235.31218
266	14211.67275
267	14198.49612
268	14166.67288
269	14148.13412
270	14121.27266
271	14086.26186
272	14064.77391
273	14054.10389
274	14021.70338
275	13984.41945
276	13963.80392
277	13922.50073
278	13909.41367
279	13905.56081
280	13896.45472
281	13862.9512
282	13826.76323
283	13777.22749
284	13737.33834
285	13713.92125
286	13698.60982
287	13675.27563
288	13653.30307
289	13634.14093
290	13614.47295
291	13591.60186
292	13565.55325
293	13540.49737
294	13516.60104
295	13504.02997
296	13465.13274
297	13443.69549
298	13423.12117
299	13403.78873
300	13386.95038
301	13358.5622
302	13349.53764
303	13322.43144
304	13297.39903
305	13262.29344
306	13238.73201
307	13222.82951
308	13205.29738
309	13179.36069
310	13146.49888
311	13124.46896
312	13107.47188
313	13076.7447
314	13046.63993
315	13021.49928
316	13000.94976
317	12997.87752
318	12981.35089
319	12958.45986
320	12938.00267
321	12926.0308
322	12891.60946
323	12868.92417
324	12865.06167
325	12850.23395
326	12828.66263
327	12808.24618
328	12778.06574
329	12751.27497
330	12732.4208
331	12727.4978
332	12694.30823
333	12674.19382
334	12652.09843
335	12616.26118
336	12598.79506
337	12584.06118
338	12568.75595
339	12549.10229
340	12540.69617
341	12527.23939
342	12483.23332
343	12467.89097
344	12456.25178
345	12439.40023
346	12407.37185
347	12399.84244
348	12370.42149
349	12360.70333
350	12338.3165
351	12333.3743
352	12314.88919
353	12312.47419
354	12287.37852
355	12262.91439
356	12235.83135
357	12224.01971
358	12199.40221
359	12174.17642
360	12155.93594
361	12145.09679
362	12119.71022
363	12094.73839
364	12069.819
365	12045.54852
366	12026.17979
367	12008.85808
368	11983.22676
369	11961.59667
370	11937.38148
371	11910.35378
372	11896.64763
373	11869.09771
374	11850.62647
375	11829.60394
376	11812.1688
377	11793.37189
378	11780.60498
379	11761.63829
380	11740.16948
381	11708.34318
382	11688.27268
383	11665.53664
384	11654.93824
385	11626.6229
386	11615.47453
387	11604.89529
388	11590.61035
389	11574.84474
390	11552.56243
391	11530.47155
392	11518.27087
393	11499.97807
394	11483.1158
395	11475.91695
396	11466.2898
397	11450.05145
398	11427.35291
399	11404.51332
400	11378.24756
401	11363.67868
402	11343.22944
403	11322.86656
404	11304.24496
405	11287.05232
406	11272.48451
407	11258.82319
408	11241.34196
409	11220.86713
410	11214.7826
411	11206.56849
412	11197.01487
413	11181.09956
414	11160.793
415	11153.81931
416	11133.29888
417	11105.13319
418	11094.64757
419	11086.39753
420	11060.96823
421	11038.82058
422	11026.57249
423	11013.08479
424	10993.47232
425	10971.62099
426	10953.96656
427	10952.28512
428	10943.70881
429	10929.25632
430	10917.47606
431	10900.33713
432	10881.66355
433	10869.74914
434	10861.73845
435	10844.37287
436	10822.46179
437	10800.71347
438	10788.89159
439	10761.49824
440	10746.20423
441	10719.22477
442	10702.93213
443	10688.59618
444	10682.98175
445	10664.7192
446	10651.89065
447	10645.60997
448	10636.48359
449	10621.23077
450	10598.58826
451	10584.89537
452	10582.91339
453	10570.22956
454	10542.53261
455	10528.88699
456	10520.49325
457	10511.94503
458	10502.3831
459	10488.86052
460	10478.99075
461	10464.63434
462	10444.21943
463	10429.53702
464	10425.64328
465	10404.83929
466	10399.41172
467	10393.22825
468	10374.45211
469	10360.53657
470	10341.21199
471	10323.40576
472	10316.5507
473	10296.72891
474	10284.14904
475	10263.54759
476	10243.87843
477	10231.8574
478	10228.62649
479	10215.59791
480	10207.4929
481	10196.31955
482	10176.78481
483	10169.4012
484	10150.59964
485	10135.20956
486	10122.02364
487	10111.1375
488	10092.02032
489	10077.04796
490	10068.92104
491	10059.66846
492	10046.77128
493	10042.90956
494	10031.49667
495	10017.65667
496	10003.53971
497	9988.184159
498	9973.414531
499	9960.497102
500	9948.212418
501	9939.100494
502	9919.307549
503	9903.528244
504	9901.674104
505	9893.899856
506	9889.624659
507	9885.362999
508	9874.655401
509	9851.347499
510	9837.650805
511	9825.43033
512	9819.193175
513	9797.712502
514	9790.313217
515	9782.70428
516	9771.528634
517	9757.386174
518	9740.797675
519	9729.055809
520	9711.272034
521	9698.335006
522	9685.564836
523	9667.392537
524	9662.32878
525	9654.609637
526	9645.436615
527	9631.914978
528	9617.980569
529	9605.920923
530	9592.15271
531	9585.839804
532	9575.016852
533	9572.705688
534	9565.839905
535	9541.249302
536	9530.825369
537	9518.313785
538	9514.948823
539	9502.538078
540	9487.194598
541	9476.801174
542	9464.290881
543	9447.114624
544	9439.269703
545	9433.302877
546	9415.318194
547	9404.601373
548	9387.124969
549	9372.470477
550	9355.157668
551	9345.781301
552	9327.471422
553	9314.802725
554	9309.697438
555	9306.018331
556	9296.871514
557	9285.56001
558	9265.377173
559	9251.113064
560	9243.117308
561	9229.731214
562	9225.243404
563	9213.660197
564	9204.649883
565	9197.420441
566	9191.348042
567	9176.860937
568	9168.492655
569	9163.870432
570	9148.651721
571	9135.543316
572	9124.437273
573	9115.630902
574	9108.80449
575	9103.996431
576	9102.181893
577	9088.588534
578	9084.956239
579	9079.172783
580	9059.627922
581	9045.684267
582	9026.551068
583	9016.038271
584	9011.5209
585	8998.579716
586	8989.692284
587	8974.553722
588	8959.668479
589	8958.408709
590	8943.217808
591	8927.517646
592	8918.184507
593	8909.887563
594	8907.872746
595	8893.213982
596	8883.863458
597	8877.600601
598	8872.348177
599	8865.877049
600	8852.999888
601	8846.689414
602	8836.503273
603	8829.730153
604	8818.863606
605	8805.049334
606	8795.331804
607	8779.238852
608	8771.224569
609	8761.925518
610	8754.645859
611	8746.736962
612	8733.318007
613	8720.084502
614	8704.795414
615	8692.886435
616	8683.620426
617	8671.404149
618	8657.052531
619	8652.178943
620	8635.570531
621	8626.659208
622	8618.110036
623	8611.880348
624	8603.073383
625	8591.252054
626	8588.886349
627	8579.53966
628	8573.538689
629	8560.304805
630	8550.041316
631	8539.511533
632	8534.463757
633	8517.922727
634	8517.585137
635	8497.369575
636	8491.785301
637	8480.042134
638	8469.941159
639	8457.004604
640	8444.386903
641	8437.432197
642	8420.660842
643	8405.984924
644	8393.753204
645	8378.516147
646	8369.038409
647	8352.561371
648	8347.025051
649	8338.613707
650	8329.825376
651	8318.812315
652	8311.899492
653	8306.236595
654	8297.935239
655	8289.947855
656	8278.217648
657	8269.000479
658	8257.016862
659	8247.290309
660	8233.770957
661	8232.43561
662	8222.188571
663	8212.185217
664	8206.494203
665	8198.833546
666	8195.092405
667	8189.452437
668	8184.900181
669	8177.961888
670	8170.179327
671	8166.305998
672	8150.344241
673	8141.788407
674	8137.378438
675	8129.891105
676	8115.834489
677	8102.037212
678	8091.93961
679	8077.522605
680	8074.63105
681	8060.64991
682	8049.729618
683	8043.271261
684	8034.374926
685	8024.810519
686	8019.35578
687	8008.683899
688	7998.205585
689	7996.286939
690	7995.727142
691	7994.266531
692	7988.338553
693	7976.765065
694	7968.21932
695	7960.540855
696	7947.76611
697	7937.302694
698	7923.293156
699	7913.466742
700	7904.601344
701	7896.291679
702	7896.096449
703	7884.312573
704	7880.423868
705	7867.840666
706	7859.662514
707	7847.033053
708	7843.796371
709	7842.855394
710	7835.527265
711	7826.298385
712	7818.093916
713	7801.711862
714	7792.512532
715	7789.454761
716	7779.899594
717	7775.088226
718	7767.757772
719	7751.609269
720	7745.612613
721	7743.962564
722	7741.480736
723	7733.196245
724	7714.679135
725	7706.791178
726	7703.396188
727	7699.514868
728	7690.967495
729	7686.032337
730	7678.194522
731	7667.359504
732	7666.104523
733	7655.833911
734	7651.966065
735	7644.032895
736	7627.996688
737	7614.56832
738	7607.080791
739	7598.065987
740	7597.765947
741	7588.489582
742	7585.295636
743	7574.903872
744	7564.909654
745	7554.776173
746	7540.551157
747	7538.088229
748	7528.428656
749	7527.289884
750	7523.039268
751	7518.24037
752	7508.437314
753	7501.734636
754	7492.43586
755	7486.221088
756	7479.089686
757	7466.965552
758	7462.508139
759	7448.866189
760	7443.789808
761	7429.066661
762	7423.914936
763	7422.205397
764	7412.264586
765	7401.158534
766	7393.921553
767	7391.824583
768	7386.106763
769	7382.886017
770	7374.15406
771	7372.150478
772	7366.421741
773	7356.053859
774	7350.768719
775	7346.943034
776	7344.100325
777	7339.685213
778	7321.901163
779	7315.550562
780	7307.512189
781	7295.760092
782	7287.247909
783	7275.725614
784	7274.621164
785	7270.99355
786	7266.793399
787	7257.914126
788	7247.932744
789	7241.781941
790	7229.059806
791	7215.907238
792	7209.651348
793	7204.454957
794	7197.831651
795	7194.254305
796	7178.517065
797	7165.202218
798	7163.41352
799	7156.550209
800	7142.031967
801	7134.268711
802	7125.924543
803	7121.784019
804	7113.700407
805	7105.513783
806	7099.122658
807	7093.992906
808	7085.54141
809	7080.178027
810	7077.357197
811	7066.502136
812	7055.090311
813	7048.263665
814	7036.055525
815	7028.394866
816	7019.71706
817	7012.713952
818	7007.894617
819	7002.144559
820	6993.787088
821	6983.633922
822	6974.62178
823	6966.610863
824	6957.175271
825	6948.898956
826	6941.399935
827	6933.971967
828	6928.218609
829	6924.023641
830	6916.714257
831	6907.223328
832	6899.841148
833	6891.263945
834	6884.490449
835	6877.945236
836	6862.040777
837	6850.801933
838	6842.568739
839	6836.728576
840	6823.327264
841	6817.439937
842	6814.580253
843	6806.856827
844	6799.17969
845	6798.11064
846	6794.890444
847	6789.22156
848	6781.853492
849	6778.955114
850	6774.71881
851	6768.259491
852	6759.74662
853	6758.081332
854	6753.432076
855	6740.802923
856	6731.106167
857	6729.263841
858	6723.443736
859	6721.42459
860	6717.648802
861	6712.992945
862	6710.335912
863	6692.809076
864	6692.530142
865	6686.757382
866	6680.895736
867	6677.846595
868	6676.395609
869	6670.99465
870	6666.311951
871	6659.969909
872	6657.460991
873	6657.164327
874	6651.088515
875	6642.506933
876	6635.704554
877	6633.292482
878	6625.376402
879	6623.51508
880	6613.873263
881	6613.610575
882	6609.178779
883	6602.874551
884	6599.550807
885	6599.05729
886	6593.018829
887	6587.892407
888	6578.033306
889	6571.453126
890	6566.057892
891	6562.950213
892	6553.862558
893	6544.78952
894	6534.180835
895	6530.920193
896	6528.033266
897	6523.380015
898	6519.625947
899	6513.556128
900	6509.827417
901	6505.807451
902	6494.027152
903	6493.782266
904	6492.745208
905	6486.707394
906	6477.12119
907	6470.532211
908	6465.309965
909	6462.560748
910	6462.471404
911	6461.98212
912	6461.205611
913	6454.289878
914	6450.635991
915	6448.270734
916	6446.128276
917	6442.661915
918	6436.885822
919	6435.206694
920	6421.777417
921	6413.635503
922	6411.081421
923	6408.827374
924	6408.731278
925	6402.132511
926	6401.345762
927	6396.781545
928	6394.893389
929	6389.297123
930	6384.813613
931	6379.122157
932	6374.689858
933	6370.711964
934	6359.475189
935	6357.736502
936	6348.029183
937	6341.127915
938	6332.125661
939	6322.542308
940	6316.603665
941	6315.757913
942	6310.006918
943	6308.072668
944	6307.331388
945	6305.834143
946	6300.468299
947	6295.51407
948	6289.440839
949	6286.231821
950	6286.015556
951	6281.784477
952	6277.524957
953	6277.302345
954	6272.239812
955	6262.797853
956	6250.448737
957	6244.622634
958	6242.620895
959	6233.197129
960	6224.664551
961	6224.498398
962	6222.425723
963	6219.628848
964	6214.179655
965	6213.938684
966	6213.887306
967	6212.484147
968	6211.104366
969	6207.030067
970	6206.885592
971	6205.93027
972	6199.861227
973	6199.080008
974	6198.560108
975	6193.734522
976	6190.911514
977	6189.320724
978	6185.624834
979	6176.428536
980	6176.19335
981	6170.239781
982	6165.457494
983	6158.122522
984	6151.890949
985	6147.051888
986	6137.268764
987	6129.614943
988	6121.295893
989	6111.034465
990	6104.158916
991	6103.694042
992	6096.997817
993	6092.982058
994	6092.93211
995	6090.306041
996	6084.884715
997	6082.115619
998	6077.735018
999	6069.545186
1000	6069.383829
1001	6066.866614
1002	6062.70181
1003	6060.465117
1004	6056.864338
1005	6054.67973
1006	6046.246224
1007	6043.598406
1008	6043.356199
1009	6032.490754
1010	6029.94953
1011	6025.976929
1012	6020.680642
1013	6011.736616
1014	6006.453074
1015	6006.098839
1016	5999.533337
1017	5992.691184
1018	5986.123415
1019	5981.035851
1020	5976.499615
1021	5976.108128
1022	5971.625893
1023	5962.551272
1024	5957.392112
1025	5954.479869
1026	5947.198857
1027	5943.816186
1028	5938.211876
1029	5934.406416
1030	5927.400549
1031	5922.904204
1032	5914.623905
1033	5911.309074
1034	5905.984572
1035	5900.441309
1036	5894.883004
1037	5890.857409
1038	5887.156214
1039	5879.27322
1040	5874.626756
1041	5872.001404
1042	5869.476509
1043	5866.416238
1044	5859.33914
1045	5851.044051
1046	5843.753303
1047	5837.43223
1048	5833.471158
1049	5828.38932
1050	5822.39306
1051	5822.340496
1052	5818.43346
1053	5816.340865
1054	5816.236036
1055	5808.257745
1056	5806.894011
1057	5802.594051
1058	5794.345487
1059	5789.043781
1060	5786.699432
1061	5783.234447
1062	5780.990601
1063	5776.11494
1064	5771.972133
1065	5771.81948
1066	5771.737366
1067	5768.791219
1068	5762.644128
1069	5759.033919
1070	5754.308053
1071	5750.068366
1072	5748.280291
1073	5741.157509
1074	5735.208505
1075	5724.232665
1076	5724.149936
1077	5723.069619
1078	5713.006236
1079	5705.314826
1080	5701.776225
1081	5697.229938
1082	5697.170015
1083	5694.486218
1084	5688.721599
1085	5687.866728
1086	5687.727666
1087	5675.605044
1088	5667.614376
1089	5660.213111
1090	5657.549166
1091	5653.324204
1092	5648.353471
1093	5644.26607
1094	5643.970353
1095	5634.776428
1096	5631.61035
1097	5627.194221
1098	5622.804821
1099	5618.544884
1100	5612.33387
1101	5608.65951
1102	5602.267038
1103	5593.01122
1104	5588.580909
1105	5587.185156
1106	5583.770282
1107	5575.525391
1108	5575.041277
1109	5569.18161
1110	5565.644273
1111	5560.335798
1112	5558.097055
1113	5558.014119
1114	5556.725079
1115	5554.982756
1116	5550.760437
1117	5550.367081
1118	5546.571561
1119	5543.131761
1120	5535.530067
1121	5532.007566
1122	5528.448116
1123	5526.361962
1124	5513.759729
1125	5509.935575
1126	5504.724828
1127	5501.309599
1128	5498.177391
1129	5491.681188
1130	5487.070379
1131	5482.240261
1132	5475.942136
1133	5474.345022
1134	5469.910735
1135	5465.483543
1136	5461.454634
1137	5457.250873
1138	5452.139943
1139	5447.358968
1140	5441.693857
1141	5436.303854
1142	5436.109607
1143	5432.257207
1144	5429.383661
1145	5423.407182
1146	5417.971031
1147	5409.198997
1148	5405.069035
1149	5399.809096
1150	5399.685431
1151	5397.069512
1152	5388.164366
1153	5384.731272
1154	5382.97276
1155	5382.90274
1156	5382.825679
1157	5378.337212
1158	5368.294419
1159	5366.556148
1160	5359.738618
1161	5359.426824
1162	5356.603828
1163	5351.965327
1164	5347.736093
1165	5345.156309
1166	5340.659411
1167	5336.366932
1168	5331.708181
1169	5323.248829
1170	5320.335494
1171	5315.928617
1172	5313.344942
1173	5306.545942
1174	5295.399205
1175	5291.796508
1176	5283.907332
1177	5279.693093
1178	5275.655127
1179	5273.857159
1180	5265.557408
1181	5262.010086
1182	5255.079061
1183	5252.327769
1184	5246.971948
1185	5240.332059
1186	5238.652361
1187	5230.63129
1188	5225.773173
1189	5220.705757
1190	5211.065658
1191	5209.025888
1192	5198.73887
1193	5198.70011
1194	5197.642095
1195	5195.572504
1196	5191.876892
1197	5186.259894
1198	5179.710531
1199	5176.916463
1200	5169.403441
1201	5165.134929
1202	5156.373888
1203	5156.312798
1204	5149.045029
1205	5142.518541
1206	5140.098067
1207	5139.048693
1208	5135.871594
1209	5135.44477
1210	5128.220572
1211	5123.956599
1212	5120.413212
1213	5111.054998
1214	5107.931496
1215	5103.804455
1216	5101.308099
1217	5097.14891
1218	5091.482767
1219	5089.363608
1220	5085.227967
1221	5078.650706
1222	5076.501112
1223	5072.363146
1224	5069.927834
1225	5066.036136
1226	5064.004159
1227	5057.231638
1228	5051.569957
1229	5044.310964
1230	5040.50118
1231	5037.012559
1232	5034.393438
1233	5031.483699
1234	5029.514539
1235	5022.542151
1236	5017.301668
1237	5013.971729
1238	5009.074121
1239	5005.92051
1240	5002.73883
1241	5000.50419
1242	4995.111847
1243	4992.319983
1244	4989.689683
1245	4985.161826
1246	4982.259926
1247	4980.868885
1248	4973.49593
1249	4967.800523
1250	4963.312161
1251	4959.976866
1252	4956.355958
1253	4953.669442
1254	4952.311166
1255	4948.654951
1256	4944.136553
1257	4936.386019
1258	4934.942586
1259	4931.920407
1260	4930.332101
1261	4929.184301
1262	4925.797008
1263	4925.667856
1264	4923.117394
1265	4917.595788
1266	4908.82867
1267	4905.674891
1268	4901.288349
1269	4894.434595
1270	4890.404357
1271	4885.694594
1272	4885.014468
1273	4882.622484
1274	4882.535519
1275	4879.961084
1276	4877.569447
1277	4871.639279
1278	4870.401094
1279	4867.344072
1280	4859.005131
1281	4857.810565
1282	4854.064272
1283	4850.894405
1284	4844.559525
1285	4841.374552
1286	4839.115466
1287	4834.448128
1288	4824.398791
1289	4822.869532
1290	4818.618674
1291	4815.925125
1292	4811.560576
1293	4808.257199
1294	4806.161546
1295	4802.301254
1296	4795.759549
1297	4792.256203
1298	4784.128676
1299	4778.668768
1300	4772.616933
1301	4767.619647
1302	4766.206064
1303	4766.179528
1304	4761.972641
1305	4757.893512
1306	4753.921415
1307	4752.91216
1308	4746.996449
1309	4743.270766
1310	4740.372362
1311	4736.722147
1312	4732.612696
1313	4725.186207
1314	4718.567893
1315	4716.842118
1316	4714.76993
1317	4710.239923
1318	4702.605138
1319	4698.935711
1320	4694.308173
1321	4691.534566
1322	4689.047044
1323	4684.722853
1324	4679.838061
1325	4675.51256
1326	4669.166383
1327	4667.807375
1328	4660.595233
1329	4657.216313
1330	4654.917756
1331	4649.826171
1332	4645.953074
1333	4644.604846
1334	4641.78133
1335	4636.954689
1336	4632.177264
1337	4630.857744
1338	4626.447692
1339	4619.895032
1340	4618.765353
1341	4613.288196
1342	4611.114735
1343	4607.934861
1344	4604.390392
1345	4601.40879
1346	4598.855259
1347	4595.898605
1348	4591.862078
1349	4586.840382
1350	4582.959354
1351	4580.59254
1352	4574.599458
1353	4569.315119
1354	4560.464648
1355	4557.766821
1356	4555.581722
1357	4552.242605
1358	4548.827767
1359	4544.100942
1360	4541.802768
1361	4538.956442
1362	4535.553943
1363	4529.474173
1364	4528.826141
1365	4525.507133
1366	4523.160721
1367	4520.631258
1368	4517.931682
1369	4515.664462
1370	4513.118101
1371	4511.374827
1372	4506.012176
1373	4501.840614
1374	4498.990901
1375	4495.733487
1376	4493.176139
1377	4492.864993
1378	4489.457869
1379	4485.251762
1380	4478.85932
1381	4474.700512
1382	4469.477552
1383	4464.88339
1384	4459.147779
1385	4453.052947
1386	4446.510505
1387	4444.438863
1388	4440.54509
1389	4434.51896
1390	4429.96717
1391	4425.185898
1392	4423.607813
1393	4420.579983
1394	4418.757394
1395	4415.171677
1396	4413.177731
1397	4410.374168
1398	4405.889861
1399	4403.044308
1400	4399.492854
1401	4396.249963
1402	4391.759323
1403	4387.3456
1404	4381.751106
1405	4380.482448
1406	4378.461728
1407	4376.808473
1408	4374.094731
1409	4370.35401
1410	4367.346951
1411	4365.52494
1412	4360.883741
1413	4359.344831
1414	4353.891479
1415	4351.220106
1416	4348.236191
1417	4347.642377
1418	4347.592207
1419	4344.9197
1420	4340.187717
1421	4336.242676
1422	4331.891402
1423	4329.455398
1424	4325.897178
1425	4321.300133
1426	4319.893198
1427	4316.583159
1428	4314.93238
1429	4312.605421
1430	4311.296474
1431	4308.671611
1432	4304.586584
1433	4300.84079
1434	4299.068702
1435	4295.769421
1436	4290.496665
1437	4286.819747
1438	4282.298634
1439	4275.947738
1440	4269.209626
1441	4264.917727
1442	4262.089475
1443	4256.755647
1444	4254.706554
1445	4253.264537
1446	4249.75467
1447	4247.573841
1448	4244.180698
1449	4238.978605
1450	4236.429906
1451	4234.789663
1452	4232.075455
1453	4227.595576
1454	4225.194188
1455	4222.108479
1456	4220.280894
1457	4214.874205
1458	4211.794892
1459	4207.378655
1460	4206.51886
1461	4201.769564
1462	4199.511934
1463	4195.674235
1464	4193.709859
1465	4189.83334
1466	4188.504648
1467	4184.742329
1468	4182.058133
1469	4174.822746
1470	4171.500415
1471	4168.243334
1472	4165.879058
1473	4158.262647
1474	4154.603199
1475	4153.88588
1476	4149.918585
1477	4147.671959
1478	4145.479022
1479	4140.159154
1480	4139.011021
1481	4136.099662
1482	4133.103889
1483	4130.766442
1484	4129.033951
1485	4127.243749
1486	4123.617681
1487	4121.747558
1488	4118.806662
1489	4116.341001
1490	4113.263293
1491	4111.027667
1492	4108.003075
1493	4104.254193
1494	4099.368804
1495	4097.754154
1496	4092.886053
1497	4087.196824
1498	4084.511378
1499	4082.42969
1500	4078.502021
1501	4072.521026
1502	4071.589923
1503	4071.54887
1504	4070.275174
1505	4068.003447
1506	4062.35259
1507	4058.265818
1508	4055.621483
1509	4052.241261
1510	4048.360514
1511	4046.925386
1512	4043.426302
1513	4038.17743
1514	4037.072001
1515	4034.358358
1516	4029.569417
1517	4028.73087
1518	4028.094865
1519	4026.886284
1520	4023.88031
1521	4020.23137
1522	4020.107916
1523	4018.077476
1524	4012.675185
1525	4007.212038
1526	4003.325361
1527	4000.400936
1528	3998.707123
1529	3996.300416
1530	3992.90942
1531	3990.817595
1532	3984.974048
1533	3982.134681
1534	3980.93206
1535	3977.011242
1536	3973.167756
1537	3969.672783
1538	3966.735999
1539	3964.130881
1540	3962.431371
1541	3960.753597
1542	3956.252964
1543	3954.780726
1544	3949.714593
1545	3948.895843
1546	3946.41535
1547	3946.290444
1548	3944.719283
1549	3941.131246
1550	3937.716131
1551	3933.387577
1552	3932.075999
1553	3929.309132
1554	3927.579645
1555	3919.719286
1556	3917.25868
1557	3915.236113
1558	3914.382578
1559	3913.254996
1560	3911.004287
1561	3907.907158
1562	3904.995971
1563	3901.439598
1564	3896.165168
1565	3891.087215
1566	3887.807087
1567	3885.238807
1568	3882.836461
1569	3880.477747
1570	3879.739772
1571	3878.989902
1572	3873.349339
1573	3871.225297
1574	3865.551323
1575	3862.166172
1576	3859.426949
1577	3856.450882
1578	3854.669648
1579	3849.96162
1580	3848.870818
1581	3844.527888
1582	3842.157049
1583	3839.079689
1584	3836.052508
1585	3833.574359
1586	3832.03028
1587	3829.61908
1588	3827.124441
1589	3821.965341
1590	3820.724575
1591	3818.637052
1592	3815.528598
1593	3812.736582
1594	3808.24052
1595	3805.276795
1596	3801.459631
1597	3799.369257
1598	3796.942305
1599	3792.10973
1600	3790.05682
1601	3787.255692
1602	3783.451091
1603	3781.837443
1604	3778.832285
1605	3775.322378
1606	3771.642891
1607	3767.290282
1608	3764.657213
1609	3762.943966
1610	3759.594973
1611	3757.452637
1612	3755.389108
1613	3754.503402
1614	3749.975152
1615	3747.469097
1616	3740.466544
1617	3739.146711
1618	3737.685047
1619	3737.222726
1620	3732.217587
1621	3729.252486
1622	3726.631492
1623	3725.869207
1624	3723.944521
1625	3720.704899
1626	3715.326905
1627	3714.327528
1628	3711.734698
1629	3710.575881
1630	3705.957143
1631	3700.793306
1632	3699.852772
1633	3696.527628
1634	3693.787927
1635	3691.421755
1636	3689.979669
1637	3686.900815
1638	3684.777766
1639	3683.163127
1640	3680.225835
1641	3676.732111
1642	3673.337305
1643	3669.833981
1644	3667.53955
1645	3664.558591
1646	3661.279214
1647	3658.550442
1648	3657.808672
1649	3655.959363
1650	3655.211914
1651	3654.137436
1652	3649.532876
1653	3649.253705
1654	3649.222798
1655	3647.273349
1656	3645.025559
1657	3644.967576
1658	3642.022313
1659	3639.630159
1660	3638.765879
1661	3638.705642
1662	3635.281836
1663	3634.377867
1664	3631.448794
