iter	RMSE
0	0.9740553864
1	0.967972442
2	0.9618805365
3	0.9558437287
4	0.949175519
5	0.942640521
6	0.9363183878
7	0.9300857798
8	0.9239053853
9	0.9177286957
10	0.9120068292
11	0.9065499994
12	0.9010003939
13	0.8953363713
14	0.8902257028
15	0.8847752559
16	0.8794146998
17	0.8741033906
18	0.8691972787
19	0.8637096123
20	0.8588693113
21	0.853718564
22	0.8484313762
23	0.8430960543
24	0.8379600416
25	0.8327503621
26	0.8280012886
27	0.8235968339
28	0.8187972541
29	0.8138218434
30	0.8091669123
31	0.8040397174
32	0.7991376959
33	0.7945322291
34	0.7897034705
35	0.7848911795
36	0.7801947243
37	0.7758283253
38	0.7713182921
39	0.7667445536
40	0.7625902584
41	0.75821169
42	0.7543650612
43	0.7496517632
44	0.7454566021
45	0.7412726268
46	0.7371378406
47	0.7331346768
48	0.7290183803
49	0.7253697536
50	0.7216681806
51	0.7178080902
52	0.7142814841
53	0.7103890433
54	0.7061205998
55	0.7021521743
56	0.6983265427
57	0.6944004554
58	0.6908791196
59	0.6873917987
60	0.6838571826
61	0.6802878301
62	0.676708069
63	0.6730944355
64	0.6693905988
65	0.665881831
66	0.6627009116
67	0.6592865685
68	0.6562099543
69	0.6530919007
70	0.6500473956
71	0.6465242623
72	0.6434671623
73	0.6400640349
74	0.6367841074
75	0.6336776326
76	0.6304857256
77	0.6272686154
78	0.6240089374
79	0.6208901013
80	0.6179258482
81	0.6148277332
82	0.6119700984
83	0.609073575
84	0.6060996777
85	0.6034346614
86	0.600520701
87	0.5978097369
88	0.5951473735
89	0.5923623457
90	0.5891019728
91	0.5861307714
92	0.5832614993
93	0.5804912654
94	0.577978626
95	0.5755738794
96	0.5730145608
97	0.5706264681
98	0.5680094866
99	0.565625035
100	0.5632629338
101	0.5608914657
102	0.5583762004
103	0.555938631
104	0.5532660298
105	0.5510069227
106	0.5484944801
107	0.5457929748
108	0.5430423791
109	0.5405678776
110	0.5384055566
111	0.536059477
112	0.5338021431
113	0.5316276515
114	0.5295040526
115	0.527389296
116	0.5252199441
117	0.5229591033
118	0.5204772897
119	0.5186589057
120	0.5168777101
121	0.5145442182
122	0.5123079407
123	0.5105792188
124	0.5084292595
125	0.5064838375
126	0.5045318915
127	0.5025571159
128	0.5003995637
129	0.4984097021
130	0.4965913734
131	0.4944971472
132	0.4924798973
133	0.490879412
134	0.4889851293
135	0.4870978683
136	0.4851004092
137	0.4834813506
138	0.4817377128
139	0.4800064781
140	0.4780077425
141	0.4762580065
142	0.4743457383
143	0.4725586043
144	0.4708789875
145	0.4691236838
146	0.4674065526
147	0.4656533368
148	0.4639119368
149	0.4623780613
150	0.4605760308
151	0.4589091317
152	0.457291927
153	0.455836876
154	0.4541886108
155	0.4526816995
156	0.4511655129
157	0.4497133525
158	0.448188506
159	0.4468921786
160	0.4454595594
161	0.4441065175
162	0.4426616735
163	0.4412431773
164	0.4397833761
165	0.4384974082
166	0.4370977685
167	0.4357296025
168	0.4342550574
169	0.4328799887
170	0.4315457149
171	0.4300840145
172	0.428863018
173	0.4276582605
174	0.4262739869
175	0.4249957103
176	0.4237195991
177	0.4222488326
178	0.4207623944
179	0.4197125573
180	0.4184094113
181	0.4170252836
182	0.4157373996
183	0.4144704354
184	0.4133118478
185	0.4120763681
186	0.4106549397
187	0.4096124433
188	0.4083154497
189	0.4073033129
190	0.4062697628
191	0.4051749982
192	0.4042403501
193	0.4031820427
194	0.4021469369
195	0.4009182061
196	0.3998108503
197	0.3986094649
198	0.3976144158
199	0.3964668723
200	0.3953922489
201	0.3944187566
202	0.3935178545
203	0.3925317775
204	0.3915763325
205	0.3905919986
206	0.389622078
207	0.3886535039
208	0.3877862599
209	0.3866987277
210	0.3856533431
211	0.3848060413
212	0.3838902625
213	0.3829364482
214	0.3818918546
215	0.3808694054
216	0.3800243518
217	0.3791245273
218	0.3781072597
219	0.3771455629
220	0.3762628146
221	0.3753067029
222	0.3744954805
223	0.3735379972
224	0.3727688068
225	0.3718503585
226	0.3709284879
227	0.3701057388
228	0.3693031032
229	0.3685268323
230	0.3676938638
231	0.366833021
232	0.3659153803
233	0.3650808092
234	0.364296263
235	0.3633966503
236	0.3624804602
237	0.3616965788
238	0.3608380779
239	0.3600526346
240	0.3591613237
241	0.3585267478
242	0.3578462815
243	0.3569776692
244	0.3563737237
245	0.3557079071
246	0.3548716465
247	0.3542495262
248	0.3535269797
249	0.3526577024
250	0.3520152727
251	0.3511963424
252	0.3506559796
253	0.3500139817
254	0.3493890116
255	0.3486341654
256	0.3480053102
257	0.3474009092
258	0.3467231675
259	0.3459998343
260	0.3454352177
261	0.3447725072
262	0.3440672818
263	0.3434094597
264	0.342737257
265	0.3420964317
266	0.341514459
267	0.3409322419
268	0.3404182432
269	0.3397685228
270	0.3390968511
271	0.3386043277
272	0.3380733063
273	0.3375445344
274	0.3370162436
275	0.3364487356
276	0.3358426877
277	0.3352937506
278	0.3346511626
279	0.334086874
280	0.3335857764
281	0.3331490709
282	0.3327467842
283	0.3320297837
284	0.3313828966
285	0.330767015
286	0.3303583892
287	0.3296990176
288	0.3291732799
289	0.3286131286
290	0.3279634172
291	0.3275321402
292	0.3269433335
293	0.3263472084
294	0.3258042018
295	0.3253230587
296	0.3247393487
297	0.324269238
298	0.3237969255
299	0.323203524
300	0.3227844727
301	0.3221915868
302	0.3216736984
303	0.3212826229
304	0.320679264
305	0.3202402718
306	0.3197419291
307	0.3192192009
308	0.318736597
309	0.3183350167
310	0.3178981057
311	0.3174320753
312	0.3169660265
313	0.3164757071
314	0.3160644612
315	0.3156359195
316	0.3151097639
317	0.3147506157
318	0.3143522349
319	0.3139081114
320	0.3134666606
321	0.3129785583
322	0.3125752303
323	0.3121918958
324	0.3117127678
325	0.3112368836
326	0.3107848763
327	0.3102771319
328	0.3102016065
329	0.3096802756
330	0.3091748445
331	0.3087032299
332	0.3083093992
333	0.3077879969
334	0.3072420925
335	0.3069157385
336	0.3065582106
337	0.3061082951
338	0.3057556101
339	0.3053781608
340	0.3049770927
341	0.3046627077
342	0.3042131585
343	0.3037569903
344	0.3033272772
345	0.3029939823
346	0.3025798721
347	0.3021841849
348	0.3017891226
349	0.3014765013
350	0.301085883
351	0.3005726629
352	0.3001561155
353	0.2997804078
354	0.2993309293
355	0.2989081173
356	0.2984907145
357	0.298200437
358	0.2978170585
359	0.2973476002
360	0.2968310905
361	0.2965093963
362	0.2960602783
363	0.2956018964
364	0.2953115093
365	0.2949521935
366	0.2947034169
367	0.2943127998
368	0.2939663721
369	0.293588138
370	0.2931883468
371	0.2927765943
372	0.2924140432
373	0.2920961327
374	0.2917537951
375	0.2914088061
376	0.2910648832
377	0.2907867818
378	0.2904118369
379	0.2900157428
380	0.2895409864
381	0.2892443839
382	0.2889335837
383	0.288632723
384	0.2883166402
385	0.2880804661
386	0.2877192552
387	0.2874611463
388	0.2871825678
389	0.2869156059
390	0.2864977934
391	0.2860735793
392	0.2856821022
393	0.2853472572
394	0.2851381134
395	0.2848647101
396	0.2845945267
397	0.2842923011
398	0.2840118153
399	0.2837422444
400	0.2834659258
401	0.2831606687
402	0.2829342772
403	0.2825064613
404	0.2821948451
405	0.2819421511
406	0.2816382219
407	0.2814524504
408	0.2811281814
409	0.2807920504
410	0.2805186406
411	0.2802445418
412	0.2799527218
413	0.2797623292
414	0.2794105803
415	0.2790616784
416	0.278791429
417	0.2785146112
418	0.27827521
419	0.2778657689
420	0.2775430699
421	0.277306766
422	0.2770677622
423	0.2768111138
424	0.2766595544
425	0.2763985506
426	0.2761160891
427	0.2757522364
428	0.2754881892
429	0.275247029
430	0.275023138
431	0.2748834229
432	0.274593977
433	0.2743096776
434	0.2740841102
435	0.2739793305
436	0.2736825713
437	0.273357746
438	0.2729616617
439	0.2727263747
440	0.2724915574
441	0.2721519172
442	0.2719421606
443	0.271709817
444	0.2713383804
445	0.2711243141
446	0.2708444248
447	0.2706305775
448	0.2704757118
449	0.2701508525
450	0.2699476585
451	0.2697096832
452	0.2694246789
453	0.2690867615
454	0.2688668116
455	0.2687207392
456	0.2684436137
457	0.2682047021
458	0.2679785232
459	0.2677240026
460	0.2674478144
461	0.2671781878
462	0.2670487186
463	0.2668157875
464	0.2665983451
465	0.2663144692
466	0.2661427739
467	0.265817587
468	0.2656213877
469	0.2654164346
470	0.265207662
471	0.2650224102
472	0.2648916106
473	0.2646205515
474	0.2644396132
475	0.2643235059
476	0.2642167364
477	0.2640340751
478	0.2638625965
479	0.2636123802
480	0.2633826375
481	0.263220619
482	0.2629934981
483	0.2627162554
484	0.2625236547
485	0.2621590803
486	0.2620031302
487	0.2617473419
488	0.2616542078
489	0.2614984039
490	0.2612565843
491	0.261039107
492	0.2608654042
493	0.2606655805
494	0.2604981022
495	0.26017954
496	0.2599379217
497	0.2597354481
498	0.2596197626
499	0.2594608326
500	0.2592994002
501	0.2590148221
502	0.2588588206
503	0.2587288972
504	0.2584972464
505	0.2582434412
506	0.2579134315
507	0.2577630112
508	0.2576141172
509	0.25741792
510	0.2572118891
511	0.2569943773
512	0.2568403246
513	0.256723063
514	0.2565146615
515	0.2562683909
516	0.2559979976
517	0.2558415804
518	0.2556606171
519	0.2555230549
520	0.2553989983
521	0.2552004409
522	0.2549098393
523	0.2546279038
524	0.2544570447
525	0.254266733
526	0.2542438852
527	0.2541133623
528	0.2539877318
529	0.2538472202
530	0.2537395895
531	0.2535537914
532	0.2534401817
533	0.2534182009
534	0.253149359
535	0.25299559
536	0.2528757935
537	0.2527613272
538	0.2525334148
539	0.2523513787
540	0.2522019316
541	0.2519491909
542	0.2519150333
543	0.2517011219
544	0.2515995998
545	0.2514487029
546	0.2514079625
547	0.2513316378
548	0.2511418429
549	0.2509460541
550	0.2507790525
551	0.2506104822
552	0.2505904661
553	0.2503546712
554	0.2501339914
555	0.2499549084
556	0.2499310408
557	0.2497631785
558	0.2496082934
559	0.2494942406
560	0.2494685503
561	0.2493817564
562	0.2492252121
563	0.2491126245
564	0.2489508944
565	0.2488341571
566	0.2486742754
567	0.248563488
568	0.2483880563
569	0.2482447849
570	0.2480931542
571	0.2480731881
572	0.2479567434
573	0.2479388837
574	0.2477753694
575	0.2476968054
576	0.2475863288
577	0.2474444115
578	0.2472342781
579	0.2472121103
580	0.2469978561
581	0.2468776382
582	0.2467480678
583	0.2465977948
584	0.2463932568
585	0.246278773
586	0.2461292332
587	0.2459394576
588	0.2458079346
589	0.2456032254
590	0.2453750469
591	0.245232
592	0.2450300993
593	0.2448584295
594	0.2448102679
595	0.2446586471
596	0.244495514
597	0.244394608
598	0.2443587586
599	0.2442298493
