iter	RMSE
234	0.3947690687
235	0.393958527
236	0.3931426234
237	0.3924052809
238	0.3915211779
239	0.3906883071
240	0.3900586214
241	0.3893224323
242	0.3887149557
243	0.3877950475
244	0.3870235315
245	0.3863085978
246	0.3857156758
247	0.3849721655
248	0.3843012093
249	0.3834997473
250	0.3827973066
251	0.3818842225
252	0.3812049327
253	0.3804806683
254	0.3796011764
255	0.3787750833
256	0.3780278966
257	0.3773953647
258	0.3766731048
259	0.3760172859
260	0.3755181932
261	0.3748691564
262	0.3742679942
263	0.3733790088
264	0.3728659308
265	0.3720550571
266	0.3714246197
267	0.3706195194
268	0.3700738052
269	0.3692020007
270	0.3685776083
271	0.367915147
272	0.3671973339
273	0.3665054661
274	0.3657923628
275	0.3650514682
276	0.3645016216
277	0.3640396794
278	0.3632963414
279	0.3629767768
280	0.3622971953
281	0.3614873918
282	0.360756391
283	0.3600473666
284	0.3595051995
285	0.3587172537
286	0.3582023076
287	0.3577002509
288	0.3571929448
289	0.3566439252
290	0.356468248
291	0.3559017328
292	0.3552101782
293	0.3547475091
294	0.3540955705
295	0.3532860578
296	0.3526875858
297	0.3519589194
298	0.3518669462
299	0.3512920259
300	0.350922573
301	0.3501332443
302	0.3497383351
303	0.3491125837
304	0.3486041816
305	0.3480736256
306	0.3476271864
307	0.3472243597
308	0.3465768179
309	0.3460232601
310	0.3455906627
311	0.3450007282
312	0.3448556378
313	0.3442547587
314	0.3439097524
315	0.3434576157
316	0.3432887113
317	0.3429445377
318	0.3422865924
319	0.3416870039
320	0.3411800345
321	0.3407045731
322	0.3403718298
323	0.3400039626
324	0.3395407467
325	0.3390993854
326	0.3385906635
327	0.3382192984
328	0.3377099923
329	0.3371643045
330	0.336737679
331	0.3360846905
332	0.3356298974
333	0.3351788144
334	0.3347883583
335	0.3343675612
336	0.3339932097
337	0.333627207
338	0.3331519285
339	0.3325987259
340	0.3321108071
341	0.3315653319
342	0.3310056346
343	0.3305098657
344	0.3301056026
345	0.3296184332
346	0.3291239331
347	0.3287118175
348	0.3283630034
349	0.3282606383
350	0.3276490101
351	0.327160313
352	0.3266023467
353	0.3262162061
354	0.3257364966
355	0.325275538
356	0.3249281879
357	0.3243795625
358	0.3240993652
359	0.3234623813
360	0.3231348657
361	0.322796396
362	0.3221952149
363	0.3218749617
364	0.3214071626
365	0.3209996186
366	0.3205213944
367	0.3200611181
368	0.3197293992
369	0.3192958682
370	0.3191110938
371	0.3187272969
372	0.318355725
373	0.31801764
374	0.3175658747
375	0.3171777811
376	0.3168637551
377	0.3163374639
378	0.3162509579
379	0.3159717453
380	0.315577755
381	0.3150973307
382	0.3148381519
383	0.3147544999
384	0.3144807421
385	0.3143037245
386	0.3139254159
387	0.3135257806
388	0.313177607
389	0.312639878
390	0.3123335416
391	0.311940286
392	0.3116254336
393	0.3113156401
394	0.3109185467
395	0.3106292235
396	0.3101707739
397	0.3098001992
398	0.3093942588
399	0.3091619619
400	0.3087666367
401	0.3083644542
402	0.3081609611
403	0.3078822329
404	0.3075098884
405	0.3072534662
406	0.3070976667
407	0.3066793265
408	0.3064963459
409	0.3061906313
410	0.3057342103
411	0.3053243163
412	0.3049661873
413	0.3046870773
414	0.3043016393
415	0.3042314723
416	0.3038392658
417	0.3036087089
418	0.3032698797
419	0.3029767371
420	0.3026699969
421	0.3024661118
422	0.3021099623
423	0.3017923038
424	0.3014037191
425	0.3013376785
426	0.3012721521
427	0.3009994051
428	0.3007936933
429	0.3007290441
430	0.3003196329
431	0.3001660974
432	0.2999657897
433	0.2996554946
434	0.2993658384
435	0.2990155437
436	0.2987611155
437	0.2983838976
438	0.2980648923
439	0.2977427393
440	0.2974371371
441	0.297150417
442	0.2968227566
443	0.2965524998
444	0.2962272614
445	0.2960365074
446	0.2956528901
447	0.2954162189
448	0.2952060803
449	0.2949756322
450	0.2947804607
451	0.2945055824
452	0.2942633668
453	0.2939677012
454	0.2937323503
455	0.2934115259
456	0.2931901024
457	0.2929324969
458	0.2926214254
459	0.2924547159
460	0.2921458933
461	0.2918744777
462	0.2916870981
463	0.2913699206
464	0.291180821
465	0.2909934629
466	0.2909000452
467	0.2907020211
468	0.2904179308
469	0.2901557661
470	0.2898433193
471	0.289629194
472	0.2893850335
473	0.289282024
474	0.2890556898
475	0.288894718
476	0.288602687
477	0.2883171573
478	0.288049652
479	0.2878690247
480	0.2876892894
481	0.2872525742
482	0.286894615
483	0.2866471881
484	0.2864688396
485	0.2863358247
486	0.2860719641
487	0.2857802309
488	0.2855788454
489	0.2852337605
490	0.2850193658
491	0.2848932643
492	0.2847236903
493	0.2845054499
494	0.2842278666
495	0.2839577409
496	0.2837749963
497	0.2835642471
498	0.2833159305
499	0.2830484794
500	0.2827688227
501	0.282520639
502	0.282321996
503	0.2820139464
504	0.2818059232
505	0.2816020717
506	0.2814157083
507	0.2811947852
508	0.2809590145
509	0.2808076717
510	0.2805253352
511	0.2802981023
512	0.2800938712
513	0.279818439
514	0.279496011
515	0.2793206681
516	0.2791400192
517	0.2789203486
518	0.2787948626
519	0.2785194582
520	0.2781471866
521	0.2778159749
522	0.2776993028
523	0.277430219
524	0.2772902232
525	0.2769509309
526	0.2768504727
527	0.2766048259
528	0.2763944923
529	0.2760689773
530	0.2758631619
531	0.2756239784
532	0.2754370622
533	0.2751410384
534	0.2748378431
535	0.274550502
536	0.2742403814
537	0.274031519
538	0.2739144805
539	0.2736973441
540	0.2735700704
541	0.2734312455
542	0.2732546574
543	0.2730161716
544	0.2727167891
545	0.2725046088
546	0.2721893272
547	0.2719580259
548	0.2717783835
549	0.2715483235
550	0.2714755945
551	0.2712716934
552	0.2710780478
553	0.2708762096
554	0.2707302627
555	0.2705978212
556	0.2704247307
557	0.2703091157
558	0.2701385994
559	0.2699528649
560	0.2697818454
561	0.269701194
562	0.269532277
563	0.2695001396
564	0.2691914407
565	0.2690599358
566	0.2690182261
567	0.2687822105
568	0.2685707444
569	0.2684084998
570	0.268165949
571	0.2678583308
572	0.2676507574
573	0.2675138168
574	0.2672996327
575	0.2671323852
576	0.2668963431
577	0.2667020676
578	0.2664865992
579	0.2662444659
580	0.2660436285
581	0.2658287504
582	0.2657099621
583	0.2655349474
584	0.2652586968
585	0.2650874971
586	0.2648334199
587	0.2647315527
588	0.264520527
589	0.2643463171
590	0.2641617129
591	0.2641193053
592	0.2639047477
593	0.2637618159
594	0.2636351622
595	0.2633793271
596	0.2632145715
597	0.2631015333
598	0.262793586
599	0.2626136419
