iter	Passed	Remaining
519	5442	837
520	5451	826
521	5462	816
522	5473	805
523	5483	795
524	5494	784
525	5503	774
526	5514	763
527	5524	753
528	5535	742
529	5546	732
530	5556	721
531	5565	711
532	5575	700
533	5585	690
534	5595	679
535	5606	669
536	5615	658
537	5625	648
538	5635	637
539	5645	627
540	5678	619
541	5689	608
542	5700	598
543	5710	587
544	5719	577
545	5730	566
546	5748	556
547	5758	546
548	5768	535
549	5777	525
550	5786	514
551	5795	503
552	5806	493
553	5818	483
554	5827	472
555	5837	461
556	5846	451
557	5856	440
558	5866	430
559	5878	419
560	5889	409
561	5900	398
562	5909	388
563	5911	377
564	5921	366
565	5931	356
566	5943	345
567	5955	335
568	5965	325
569	5974	314
570	5984	303
571	5995	293
572	6006	283
573	6017	272
574	6027	262
575	6039	251
576	6048	241
577	6058	230
578	6069	220
579	6081	209
580	6092	199
581	6101	188
582	6110	178
583	6120	167
584	6129	157
585	6140	146
586	6151	136
587	6161	125
588	6171	115
589	6181	104
590	6191	94
591	6202	83
592	6212	73
593	6223	62
594	6233	52
595	6241	41
596	6251	31
597	6283	21
598	6293	10
599	6303	0
